CITY,COUNTY,FACILITY_TYPE,SHELTER_TYPE,Risk_Capacity_Spaces,Evacuation_Zone,General_Pop,SPECIAL_NEEDS,Pet_Friendly,rsig_Longitude,rsig_Latitude,Longitude,Latitude,rsisn_Longitude,rsisn_Latitude
Miami Gardens,MIAMI-DADE,SHELTER,RISK,307,No,Yes, , ,-80.25530283, 25.94069867,,,,
Miami Lakes,MIAMI-DADE,SHELTER,RISK,304,No,Yes, , ,-80.32829296, 25.91739401,,,,
Miami Gardens,MIAMI-DADE,SHELTER,RISK,404,No,Yes, , ,-80.25530283, 25.94069867,,,,
Miami,MIAMI-DADE,SHELTER,RISK,398,No,Yes, , ,-80.22710696, 25.83082102,,,,
Miami Lakes,MIAMI-DADE,SHELTER,RISK,517,No,Yes, , ,-80.34576696, 25.90123198,,,,
Miami,MIAMI-DADE,SHELTER,RISK,155,No,Yes, , ,-80.38809599, 25.76873601,,,,
Miami Gardens,MIAMI-DADE,SHELTER,RISK,98,D,Yes, , ,-80.19994800, 25.96685499,,,,
Miami,MIAMI-DADE,SHELTER,RISK,69,C,Yes, , ,-80.17333898, 25.97148302,,,,
Miami Lakes,MIAMI-DADE,SHELTER,RISK,220,No,Yes, , ,-80.32829296, 25.91739401,,,,
Miami,MIAMI-DADE,SHELTER,RISK,729,D,Yes, , ,-80.35960197, 25.62968900,,,,
Miami,MIAMI-DADE,SHELTER,RISK,447,No,Yes, , ,-80.32276602, 25.93970601,,,,
Miami,MIAMI-DADE,SHELTER,RISK,794,E,Yes, , ,-80.20480598, 25.78654701,,,,
Miami,MIAMI-DADE,SHELTER,RISK,88,No,Yes, , ,-80.38809599, 25.76873601,,,,
Miami,MIAMI-DADE,SHELTER,RISK,284,C,Yes, , ,-80.17333898, 25.97148302,,,,
Miami,MIAMI-DADE,SHELTER,RISK,66,E,Yes, , ,-80.44200001, 25.67421601,,,,
Miami,MIAMI-DADE,SHELTER,RISK,746,No,Yes, , ,-80.21391803, 25.83898298,,,,
Miami Lakes,MIAMI-DADE,SHELTER,RISK,2532,No,Yes, , ,-80.34576696, 25.90123198,,,,
Miami,MIAMI-DADE,SHELTER,RISK,271,E,Yes, , ,-80.20480598, 25.78654701,,,,
Miami,MIAMI-DADE,SHELTER,RISK,1590,No,Yes, , ,-80.32276602, 25.93970601,,,,
Miami Gardens,MIAMI-DADE,SHELTER,RISK,219,No,Yes, , ,-80.25262097, 25.94905698,,,,
Miami Lakes,MIAMI-DADE,SHELTER,RISK,508,No,Yes, , ,-80.34576696, 25.90123198,,,,
Miami Gardens,MIAMI-DADE,SHELTER,RISK,999,No,Yes, , ,-80.25530283, 25.94069867,,,,
Doral,MIAMI-DADE,SHELTER,RISK,1023,No,Yes, , ,-80.37145197, 25.85259100,,,,
Miami,MIAMI-DADE,SHELTER,RISK,58,No,Yes, , ,-80.38809599, 25.76873601,,,,
Miami Gardens,MIAMI-DADE,SHELTER,RISK,280,D,Yes, , ,-80.19994800, 25.96685499,,,,
North Miami,MIAMI-DADE,SHELTER,RISK,361,D,Yes, , ,-80.18382700, 25.90099201,,,,
Miami,MIAMI-DADE,SHELTER,RISK,319,No,Yes, , ,-80.33431804, 25.95071501,,,,
Miami,MIAMI-DADE,SHELTER,RISK,1546,C,Yes, , ,-80.17333898, 25.97148302,,,,
Miami,MIAMI-DADE,SHELTER,RISK,2221,No,Yes, , ,-80.30851896, 25.93960601,,,,
Miami,MIAMI-DADE,SHELTER,RISK,1353,No,Yes, , ,-80.30851896, 25.93960601,,,,
Miami,MIAMI-DADE,SHELTER,RISK,911,E,Yes, , ,-80.22817900, 25.76279199,,,,
Miami,MIAMI-DADE,SHELTER,RISK,227,E,Yes, , ,-80.35395198, 25.76995801,,,,
Miami Gardens,MIAMI-DADE,SHELTER,RISK,102,No,Yes, , ,-80.25530283, 25.94069867,,,,
Hialeah,MIAMI-DADE,SHELTER,RISK,204,No,Yes, , ,-80.33394203, 25.93461400,,,,
Miami Lakes,MIAMI-DADE,SHELTER,RISK,181,No,Yes, , ,-80.32829296, 25.91739401,,,,
Miami,MIAMI-DADE,SHELTER,RISK,246,E,Yes, , ,-80.44528304, 25.69339900,,,,
Hialeah,MIAMI-DADE,SHELTER,RISK,100,No,Yes, , ,-80.33225400, 25.87441199,,,,
Miami,MIAMI-DADE,SHELTER,RISK,2088,E,Yes, , ,-80.44200001, 25.67421601,,,,
Doral,MIAMI-DADE,SHELTER,RISK,901,No,Yes, , ,-80.37145197, 25.85259100,,,,
Miami,MIAMI-DADE,SHELTER,RISK,410,E,Yes, , ,-80.44528304, 25.69339900,,,,
Miami Gardens,MIAMI-DADE,SHELTER,RISK,1131,No,Yes, , ,-80.25530283, 25.94069867,,,,
Miami Lakes,MIAMI-DADE,SHELTER,RISK,308,No,Yes, , ,-80.32829296, 25.91739401,,,,
Miami,MIAMI-DADE,SHELTER,RISK,392,No,Yes, , ,-80.33431804, 25.95071501,,,,
Miami,MIAMI-DADE,SHELTER,RISK,557,D,Yes, , ,-80.39047897, 25.59998898,,,,
Miami,MIAMI-DADE,SHELTER,RISK,122,No,Yes, , ,-80.22699196, 25.95548800,,,,
Miami Gardens,MIAMI-DADE,SHELTER,RISK,605,No,Yes, , ,-80.25530283, 25.94069867,,,,
Miami,MIAMI-DADE,SHELTER,RISK,52,C,Yes, , ,-80.17333898, 25.97148302,,,,
Miami Lakes,MIAMI-DADE,SHELTER,RISK,332,No,Yes, , ,-80.34576696, 25.90123198,,,,
Miami,MIAMI-DADE,SHELTER,RISK,322,No,Yes, , ,-80.33431804, 25.95071501,,,,
Miami,MIAMI-DADE,SHELTER,RISK,92,E,Yes, , ,-80.35395198, 25.76995801,,,,
Miami,MIAMI-DADE,SHELTER,RISK,92,E,Yes, , ,-80.41218298, 25.74985699,,,,
Miami,MIAMI-DADE,SHELTER,RISK,334,E,Yes, , ,-80.38155501, 25.75919099,,,,
Miami,MIAMI-DADE,SHELTER,RISK,330,No,Yes, , ,-80.38809599, 25.76873601,,,,
Hialeah,MIAMI-DADE,SHELTER,RISK,200,No,Yes, , ,-80.33225400, 25.87441199,,,,
Miami Lakes,MIAMI-DADE,SHELTER,RISK,350,No,Yes, , ,-80.34396201, 25.90372300,,,,
Miami,MIAMI-DADE,SHELTER,RISK,619,D,Yes, , ,-80.39047897, 25.59998898,,,,
Doral,MIAMI-DADE,SHELTER,RISK,704,No,Yes, , ,-80.37145197, 25.85259100,,,,
Miami Lakes,MIAMI-DADE,SHELTER,RISK,189,No,Yes, , ,-80.32829296, 25.91739401,,,,
Miami,MIAMI-DADE,SHELTER,RISK,106,No,Yes, , ,-80.37661002, 25.81949401,,,,
Miami,MIAMI-DADE,SHELTER,RISK,544,E,Yes, , ,-80.37854459, 25.76189905,,,,
Miami Gardens,MIAMI-DADE,SHELTER,RISK,132,D,Yes, , ,-80.19994800, 25.96685499,,,,
Miami,MIAMI-DADE,SHELTER,RISK,99,E,Yes, , ,-80.35395198, 25.76995801,,,,
Doral,MIAMI-DADE,SHELTER,RISK,679,No,Yes, , ,-80.37145197, 25.85259100,,,,
Miami,MIAMI-DADE,SHELTER,RISK,46,No,Yes, , ,-80.38809599, 25.76873601,,,,
Miami,MIAMI-DADE,SHELTER,RISK,46,No,Yes, , ,-80.22971096, 25.81632301,,,,
Miami,MIAMI-DADE,SHELTER,RISK,519,D,Yes, , ,-80.39047897, 25.59998898,,,,
Hialeah,MIAMI-DADE,SHELTER,RISK,406,No,Yes, , ,-80.33394203, 25.93461400,,,,
Miami,MIAMI-DADE,SHELTER,RISK,265,No,Yes, , ,-80.37661002, 25.81949401,,,,
Miami,MIAMI-DADE,SHELTER,RISK,3181,No,Yes, , ,-80.30851896, 25.93960601,,,,
Miami,MIAMI-DADE,SHELTER,RISK,305,E,Yes, , ,-80.38155501, 25.75919099,,,,
Miami,MIAMI-DADE,SHELTER,RISK,2109,E,Yes, ,Yes,-80.37172697, 25.74797198,-80.37172697, 25.74797198,,
Miami,MIAMI-DADE,SHELTER,RISK,190,E,Yes, , ,-80.41218298, 25.74985699,,,,
Miami Gardens,MIAMI-DADE,SHELTER,RISK,485,No,Yes, , ,-80.25530283, 25.94069867,,,,
Miami,MIAMI-DADE,SHELTER,RISK,1029,C,Yes, , ,-80.17333898, 25.97148302,,,,
Miami Lakes,MIAMI-DADE,SHELTER,RISK,536,No,Yes, , ,-80.34576696, 25.90123198,,,,
Miami,MIAMI-DADE,SHELTER,RISK,1328,E,Yes, , ,-80.23011497, 25.77674899,,,,
Miami,MIAMI-DADE,SHELTER,RISK,268,No,Yes, , ,-80.23131702, 25.82581698,,,,
Miami,MIAMI-DADE,SHELTER,RISK,466,No,Yes, , ,-80.33431804, 25.95071501,,,,
Miami Gardens,MIAMI-DADE,SHELTER,RISK,276,D,Yes, , ,-80.19994800, 25.96685499,,,,
Miami,MIAMI-DADE,SHELTER,RISK,183,C,Yes, ,Yes,-80.17333898, 25.97148302,-80.17333898, 25.97148302,,
Miami,MIAMI-DADE,SHELTER,RISK,770,No,Yes, , ,-80.32276602, 25.93970601,,,,
Hialeah,MIAMI-DADE,SHELTER,RISK,817,No,Yes, , ,-80.31675200, 25.89030802,,,,
North Miami,MIAMI-DADE,SHELTER,RISK,492,D,Yes, , ,-80.18382700, 25.90099201,,,,
Miami,MIAMI-DADE,SHELTER,RISK,869,D,Yes, , ,-80.39047897, 25.59998898,,,,
Hialeah,MIAMI-DADE,SHELTER,RISK,399,No,Yes, , ,-80.33225400, 25.87441199,,,,
Miami,MIAMI-DADE,SHELTER,RISK,33,No,Yes, , ,-80.33431804, 25.95071501,,,,
Hialeah,MIAMI-DADE,SHELTER,RISK,126,No,Yes, , ,-80.33394203, 25.93461400,,,,
Miami Gardens,MIAMI-DADE,SHELTER,RISK,1129,No,Yes, , ,-80.25530283, 25.94069867,,,,
Hialeah,MIAMI-DADE,SHELTER,RISK,101,No,Yes, , ,-80.33225400, 25.87441199,,,,
Miami,MIAMI-DADE,SHELTER,RISK,417,C,Yes, , ,-80.17333898, 25.97148302,,,,
Miami Lakes,MIAMI-DADE,SHELTER,RISK,955,No,Yes, , ,-80.32829296, 25.91739401,,,,
Miami Gardens,MIAMI-DADE,SHELTER,RISK,337,No,Yes, , ,-80.25530283, 25.94069867,,,,
Miami Lakes,MIAMI-DADE,SHELTER,RISK,466,No,Yes, , ,-80.34576696, 25.90123198,,,,
Miami,MIAMI-DADE,SHELTER,RISK,494,E,Yes, , ,-80.44528304, 25.69339900,,,,
Miami,MIAMI-DADE,SHELTER,RISK,1567,No,Yes, , ,-80.30851896, 25.93960601,,,,
Miami,MIAMI-DADE,SHELTER,RISK,1197,C,Yes, , ,-80.17333898, 25.97148302,,,,
Miami,MIAMI-DADE,SHELTER,RISK,294,No,Yes, , ,-80.38809599, 25.76873601,,,,
Doral,MIAMI-DADE,SHELTER,RISK,1258,No,Yes, , ,-80.37145197, 25.85259100,,,,
Callahan,NASSAU,SHELTER,RISK,398,No,Yes, ,Yes,-81.83945304, 30.57014400,-81.83945304, 30.57014400,,
Yulee,NASSAU,SHELTER,RISK,674,No,Yes, , ,-81.57627796, 30.61186199,,,,
Yulee,NASSAU,SHELTER,RISK,124,No,Yes, , ,-81.57627796, 30.61186199,,,,
Yulee,NASSAU,SHELTER,RISK,293,No,Yes, , ,-81.58583802, 30.63137502,,,,
Callahan,NASSAU,SHELTER,RISK,285,No,Yes, , ,-81.88305704, 30.55194601,,,,
Yulee,NASSAU,SHELTER,RISK,313,No,Yes, , ,-81.57627796, 30.61186199,,,,
Yulee,NASSAU,SHELTER,RISK,460,No,Yes, , ,-81.57973700, 30.60949599,,,,
Yulee,NASSAU,SHELTER,RISK,775,No,Yes, , ,-81.57973700, 30.60949599,,,,
Yulee,NASSAU,SHELTER,RISK,267,No,Yes, , ,-81.57627796, 30.61186199,,,,
Crestview,OKALOOSA,SHELTER,RISK,407,No,Yes, , ,-86.53850001, 30.73661601,,,,
Baker,OKALOOSA,SHELTER,RISK,51,No,Yes, , ,-86.67860402, 30.79362402,,,,
Fort Walton Beach,OKALOOSA,SHELTER,RISK,350,No,Yes, , ,-86.60793603, 30.45880701,,,,
Crestview,OKALOOSA,SHELTER,RISK,508,No,Yes, , ,-86.53639498, 30.73667100,,,,
Crestview,OKALOOSA,SHELTER,RISK,406,No,Yes, , ,-86.53850001, 30.73661601,,,,
Crestview,OKALOOSA,SHELTER,RISK,304,No,Yes, , ,-86.55814564, 30.79206521,,,,
Crestview,OKALOOSA,SHELTER,RISK,270,No,Yes, , ,-86.53639498, 30.73667100,,,,
Crestview,OKALOOSA,SHELTER,RISK,298,No,Yes, , ,-86.53639498, 30.73667100,,,,
Baker,OKALOOSA,SHELTER,RISK,56,No,Yes, , ,-86.67860402, 30.79362402,,,,
Crestview,OKALOOSA,SHELTER,RISK,2305,No,Yes, ,Yes,-86.56203002, 30.79409801,-86.56203002, 30.79409801,,
Crestview,OKALOOSA,SHELTER,RISK,343,No,Yes, , ,-86.53639498, 30.73667100,,,,
Baker,OKALOOSA,SHELTER,RISK,228,No,Yes, , ,-86.67860402, 30.79362402,,,,
Crestview,OKALOOSA,SHELTER,RISK,628,No,Yes, , ,-86.53850001, 30.73661601,,,,
Fort Walton Beach,OKALOOSA,SHELTER,RISK,326,No,Yes, , ,-86.61861298, 30.45029301,,,,
Baker,OKALOOSA,SHELTER,RISK,303,No,Yes, , ,-86.67860402, 30.79362402,,,,
Crestview,OKALOOSA,SHELTER,RISK,369,No,Yes, , ,-86.53850001, 30.73661601,,,,
Crestview,OKALOOSA,SHELTER,RISK,1303,No,Yes, ,Yes,-86.61156204, 30.71498898,-86.61156204, 30.71498898,,
Crestview,OKALOOSA,SHELTER,RISK,930,No,Yes, , ,-86.53850001, 30.73661601,,,,
Laurel Hill,OKALOOSA,SHELTER,RISK,115,No,Yes, , ,-86.46218797, 30.95860699,,,,
Okeechobee,OKEECHOBEE,SHELTER,RISK,839,No,Yes, , ,-80.83898439, 27.27442560,,,,
Okeechobee,OKEECHOBEE,SHELTER,RISK,557,No,Yes, , ,-80.83769798, 27.21803562,,,,
Okeechobee,OKEECHOBEE,SHELTER,RISK,131,No,Yes, , ,-80.83768125, 27.21803562,,,,
Okeechobee,OKEECHOBEE,SHELTER,RISK,85,No,Yes, , ,-80.83669787, 27.21992759,,,,
Okeechobee,OKEECHOBEE,SHELTER,RISK,37,No,Yes, , ,-80.83669787, 27.21992759,,,,
Okeechobee,OKEECHOBEE,SHELTER,RISK,144,No,Yes, , ,-80.83876000, 27.21991000,,,,
Okeechobee,OKEECHOBEE,SHELTER,RISK,222,No,Yes, , ,-80.83669787, 27.21992759,,,,
Orlando,ORANGE,SHELTER,RISK,444,No,Yes, , ,-81.15177002, 28.50014801,,,,
Orlando,ORANGE,SHELTER,RISK,1178,No,Yes, ,Yes,-81.21355770, 28.57987205,-81.21355770, 28.57987205,,
Winter Garden,ORANGE,SHELTER,RISK,394,No,Yes, , ,-81.56790896, 28.54056002,,,,
Apopka,ORANGE,SHELTER,RISK,374,No,Yes, , ,-81.52204403, 28.69227100,,,,
Ocoee,ORANGE,SHELTER,RISK,943,No,Yes, ,Yes,-81.55753502, 28.60022501,-81.55753502, 28.60022501,,
Orlando,ORANGE,SHELTER,RISK,58,No,Yes, , ,-81.41213800, 28.41527500,,,,
Orlando,ORANGE,SHELTER,RISK,58,No,Yes, , ,-81.14989820, 28.53166213,,,,
Orlando,ORANGE,SHELTER,RISK,598,No,Yes, , ,-81.34502703, 28.39431999,,,,
Orlando,ORANGE,SHELTER,RISK,579,No,Yes, , ,-81.24576602, 28.36711200,,,,
Orlando,ORANGE,SHELTER,RISK,430,No,Yes, , ,-81.21884896, 28.54493399,,,,
Orlando,ORANGE,SHELTER,RISK,580,No,Yes, , ,-81.28366597, 28.55436699,,,,
Orlando,ORANGE,SHELTER,RISK,310,No,Yes, , ,-81.33184699, 28.56648701,,,,
Orlando,ORANGE,SHELTER,RISK,558,No,Yes, , ,-81.40857804, 28.51150801,,,,
Apopka,ORANGE,SHELTER,RISK,645,No,Yes, ,Yes,-81.52204403, 28.69227100,-81.52204403, 28.69227100,,
Orlando,ORANGE,SHELTER,RISK,324,No,Yes, , ,-81.24962103, 28.57178898,,,,
Winter Garden,ORANGE,SHELTER,RISK,1130, ,Yes, , ,-81.56707027, 28.58047465,,,,
Orlando,ORANGE,SHELTER,RISK,527,No,Yes, , ,-81.47070202, 28.56037798,,,,
Orlando,ORANGE,SHELTER,RISK,188,No,Yes, , ,-81.33624498, 28.57777399,,,,
Orlando,ORANGE,SHELTER,RISK,396,No,Yes, , ,-81.32848501, 28.50127002,,,,
Orlando,ORANGE,SHELTER,RISK,263,No,Yes, , ,-81.21559796, 28.57782701,,,,
Orlando,ORANGE,SHELTER,RISK,164,No,Yes, , ,-81.41213800, 28.41527500,,,,
Orlando,ORANGE,SHELTER,RISK,164,No,Yes, , ,-81.14989820, 28.53166213,,,,
Orlando,ORANGE,SHELTER,RISK,415,No,Yes, , ,-81.42079660, 28.61957370,,,,
Orlando,ORANGE,SHELTER,RISK,576,No,Yes, , ,-81.45152000, 28.57878000,,,,
Orlando,ORANGE,SHELTER,RISK,600,No,Yes, , ,-81.41742204, 28.41505799,,,,
Apopka,ORANGE,SHELTER,RISK,963,No,Yes, , ,-81.47342002, 28.63837800,,,,
Orlando,ORANGE,SHELTER,RISK,384,No,Yes, , ,-81.39137100, 28.58019402,,,,
Orlando,ORANGE,SHELTER,RISK,384,No,Yes, , ,-81.14989820, 28.53166213,,,,
Orlando,ORANGE,SHELTER,RISK,660,No,Yes, , ,-81.33624498, 28.57777399,,,,
Orlando,ORANGE,SHELTER,RISK,602,No,Yes, , ,-81.25731503, 28.47501400,,,,
Apopka,ORANGE,SHELTER,RISK,559,No,Yes, , ,-81.54089401, 28.73009899,,,,
Ocoee,ORANGE,SHELTER,RISK,142,No,Yes, , ,-81.54342098, 28.56672501,,,,
Orlando,ORANGE,SHELTER,RISK,606,No,Yes, , ,-81.36493397, 28.51495201,,,,
Orlando,ORANGE,SHELTER,RISK,1130, ,Yes, , ,-81.34386203, 28.37364200,,,,
Orlando,ORANGE,SHELTER,RISK,1130, ,Yes, , ,-81.49101699, 28.58168600,,,,
Orlando,ORANGE,SHELTER,RISK,1130, ,Yes, , ,-81.25862797, 28.49691000,,,,
Orlando,ORANGE,SHELTER,RISK,458,No,Yes, , ,-81.24547299, 28.38071000,,,,
Winter Garden,ORANGE,SHELTER,RISK,93,No,Yes, , ,-81.56952387, 28.54347909,,,,
Orlando,ORANGE,SHELTER,RISK,710,No,Yes, ,Yes,-81.47829100, 28.47276899,-81.47829100, 28.47276899,,
Apopka,ORANGE,SHELTER,RISK,454,No,Yes, , ,-81.54089401, 28.73009899,,,,
Apopka,ORANGE,SHELTER,RISK,468,No,Yes, , ,-81.47342002, 28.63837800,,,,
Orlando,ORANGE,SHELTER,RISK,737,No,Yes, ,Yes,-81.39137100, 28.58019402,-81.39137100, 28.58019402,,
Orlando,ORANGE,SHELTER,RISK,759,No,Yes, ,Yes,-81.38599401, 28.47005200,-81.38599401, 28.47005200,,
Orlando,ORANGE,SHELTER,RISK,462,No,Yes, , ,-81.45152000, 28.57878000,,,,
Orlando,ORANGE,SHELTER,RISK,756,No,Yes, ,Yes,-81.44907101, 28.58116799,-81.44907101, 28.58116799,,
Winter Garden,ORANGE,SHELTER,RISK,604,No,Yes, , ,-81.58512000, 28.56092500,,,,
Orlando,ORANGE,SHELTER,RISK,451,No,Yes, , ,-81.41742204, 28.41505799,,,,
Ocoee,ORANGE,SHELTER,RISK,307,No,Yes, , ,-81.54342098, 28.56672501,,,,
Winter Garden,ORANGE,SHELTER,RISK,613,No,Yes, , ,-81.61376602, 28.48017398,,,,
Orlando,ORANGE,SHELTER,RISK,596,No,Yes, , ,-81.44907101, 28.58116799,,,,
Orlando,ORANGE,SHELTER,RISK,603,No,Yes, , ,-81.21884896, 28.54493399,,,,
Winter Garden,ORANGE,SHELTER,RISK,906,No,Yes, ,Yes,-81.56790896, 28.54056002,-81.56790896, 28.54056002,,
Winter Garden,ORANGE,SHELTER,RISK,448,No,Yes, , ,-81.61376602, 28.48017398,,,,
Orlando,ORANGE,SHELTER,RISK,470,No,Yes, , ,-81.34502703, 28.39431999,,,,
Orlando,ORANGE,SHELTER,RISK,615,No,Yes, , ,-81.15177002, 28.50014801,,,,
Orlando,ORANGE,SHELTER,RISK,485,No,Yes, , ,-81.30378799, 28.53115200,,,,
Orlando,ORANGE,SHELTER,RISK,605,No,Yes, , ,-81.38599401, 28.47005200,,,,
Winter Garden,ORANGE,SHELTER,RISK,283,No,Yes, , ,-81.56939855, 28.54096358,,,,
Ocoee,ORANGE,SHELTER,RISK,419,No,Yes, , ,-81.55753502, 28.60022501,,,,
Orlando,ORANGE,SHELTER,RISK,413,No,Yes, , ,-81.37768301, 28.46154000,,,,
Orlando,ORANGE,SHELTER,RISK,959,No,Yes, ,Yes,-81.14989820, 28.53166213,-81.14989820, 28.53166213,,
Winter Park,ORANGE,SHELTER,RISK,1130, ,Yes, , ,-81.28408901, 28.61001700,,,,
Orlando,ORANGE,SHELTER,RISK,950,No,Yes, ,Yes,-81.24547299, 28.38071000,-81.24547299, 28.38071000,,
Kissimmee,OSCEOLA,SHELTER,RISK,347,No,Yes, , ,-81.44048199, 28.31674301,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,2461,No,Yes, , ,-81.32948003, 28.28060598,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,296,No,Yes, , ,-81.56893700, 28.29838999,,,,
St. Cloud,OSCEOLA,SHELTER,RISK,722,No,Yes, , ,-81.15285698, 28.18822102,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,342,No,Yes, , ,-81.50251201, 28.16559902,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,342,No,Yes, , ,-81.33425998, 28.25855298,,,,
Poinciana,OSCEOLA,SHELTER,RISK,749,No,Yes, , ,-81.49800599, 28.16940499,,,,
St. Cloud,OSCEOLA,SHELTER,RISK,376,No,Yes, , ,-81.15285698, 28.18822102,,,,
St. Cloud,OSCEOLA,SHELTER,RISK,342,No,Yes, , ,-81.27537501, 28.23978100,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,2157,No,Yes, , ,-81.47655930, 28.15722581,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,1063,No,Yes, , ,-81.56893700, 28.29838999,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,375,No,Yes, , ,-81.56893700, 28.29838999,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,433,No,Yes, , ,-81.48945896, 28.22851798,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,259,No,Yes, , ,-81.44048199, 28.31674301,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,721,No,Yes, , ,-81.49800599, 28.16940499,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,277,No,Yes, , ,-81.23503802, 28.32706498,,,,
St. Cloud,OSCEOLA,SHELTER,RISK,1451,No,Yes, , ,-81.15285698, 28.18822102,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,172,No,Yes, , ,-81.49800599, 28.16940499,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,246,No,Yes, , ,-81.50251201, 28.16559902,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,648,No,Yes, , ,-81.23503802, 28.32706498,,,,
Kenansville,OSCEOLA,SHELTER,RISK,75,No,Yes, , ,-80.99752900, 27.87549699,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,395,No,Yes, , ,-81.43661399, 28.18591399,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,235,No,Yes, , ,-81.49800599, 28.16940499,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,303,No,Yes, , ,-81.44048199, 28.31674301,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,1428,No,Yes, , ,-81.56893700, 28.29838999,,,,
St. Cloud,OSCEOLA,SHELTER,RISK,285,No,Yes, , ,-81.15285698, 28.18822102,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,1362,No,Yes, , ,-81.48945896, 28.22851798,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,311,No,Yes, , ,-81.50251201, 28.16559902,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,712,No,Yes, , ,-81.23503802, 28.32706498,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,2780,No,Yes, , ,-81.43623798, 28.33305498,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,837,No,Yes, , ,-81.46392802, 28.24360398,,,,
Celebration,OSCEOLA,SHELTER,RISK,392, ,Yes, , ,-81.54478103, 28.31969201,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,211,No,Yes, , ,-81.34392297, 28.33457999,,,,
St. Cloud,OSCEOLA,SHELTER,RISK,1076,No,Yes, ,Yes,-81.15285698, 28.18822102,-81.15285698, 28.18822102,,
Kissimmee,OSCEOLA,SHELTER,RISK,2394,No,Yes, , ,-81.46106702, 28.24772499,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,2394,No,Yes, , ,-81.23391602, 28.32632302,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,681,No,Yes, , ,-81.49800599, 28.16940499,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,901,No,Yes, , ,-81.64700404, 28.31888399,,,,
St. Cloud,OSCEOLA,SHELTER,RISK,2714,No,Yes, , ,-81.32686102, 28.24753401,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,300,No,Yes, , ,-81.50251201, 28.16559902,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,299,No,Yes, , ,-81.50251201, 28.16559902,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,1080,No,Yes, ,Yes,-81.44301400, 28.16353200,-81.44301400, 28.16353200,,
St. Cloud,OSCEOLA,SHELTER,RISK,2308,No,Yes, , ,-81.15395200, 28.20149800,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,349,No,Yes, , ,-81.37779499, 28.31069102,,,,
Kissimmee,OSCEOLA,SHELTER,RISK,309,No,Yes, , ,-81.36844699, 28.32805602,,,,
W Palm Beach,PALM BEACH,SHELTER,RISK,2222,No,Yes, , ,-80.09148701, 26.70014801,,,,
Lake Worth,PALM BEACH,SHELTER,RISK,391,No,Yes, , ,-80.14396996, 26.55899702,,,,
W. Palm Beach,PALM BEACH,SHELTER,RISK,688,No,Yes, , ,-80.06712199, 26.65448198,,,,
Boca Raton,PALM BEACH,SHELTER,RISK,233,No,Yes, , ,-80.14754401, 26.39945302,,,,
Boca Raton,PALM BEACH,SHELTER,RISK,341,E,Yes, , ,-80.11704997, 26.36474000,,,,
Wellington,PALM BEACH,SHELTER,RISK,249,No,Yes, , ,-80.28631287, 26.66625788,,,,
Greenacres,PALM BEACH,SHELTER,RISK,343,No,Yes, , ,-80.11636400, 26.63014399,,,,
Delray,PALM BEACH,SHELTER,RISK,742,No,Yes, , ,-80.09823503, 26.46261699,,,,
Loxahatchee,PALM BEACH,SHELTER,RISK,1223,No,Yes, , ,-80.31068401, 26.74666401,,,,
Boca Raton,PALM BEACH,SHELTER,RISK,628,No,Yes, , ,-80.24721003, 26.36195599,,,,
Greenacres,PALM BEACH,SHELTER,RISK,1101,No,Yes, , ,-80.11636400, 26.63014399,,,,
Loxahatchee,PALM BEACH,SHELTER,RISK,43,No,Yes, , ,-80.31068401, 26.74666401,,,,
Delray Beach,PALM BEACH,SHELTER,RISK,235,No,Yes, , ,-80.11282700, 26.46019298,,,,
W Palm Beach,PALM BEACH,SHELTER,RISK,170,No,Yes, , ,-80.10815602, 26.73383002,,,,
Belle Grade,PALM BEACH,SHELTER,RISK,414,No,Yes, , ,-80.67275800, 26.68997800,,,,
