CITY,COUNTY,FACILITY_TYPE,SHELTER_TYPE,Risk_Capacity_Spaces,Evacuation_Zone,General_Pop,SPECIAL_NEEDS,Pet_Friendly,rsig_Longitude,rsig_Latitude,Longitude,Latitude,rsisn_Longitude,rsisn_Latitude
Clewiston,HENDRY,SHELTER,RISK,149,No,Yes, , ,-80.93673986, 26.75579673,,,,
Labelle,HENDRY,SHELTER,RISK,476,No,Yes, , ,-81.36898997, 26.75182999,,,,
LaBelle,HENDRY,SHELTER,RISK,557,No,Yes, , ,-81.36898997, 26.75182999,,,,
Labelle,HENDRY,SHELTER,RISK,242,No,Yes, , ,-81.44030002, 26.76579001,,,,
Spring Hill,HERNANDO,SHELTER,RISK,270,No,Yes, , ,-82.54217697, 28.48200400,,,,
Spring Hill,HERNANDO,SHELTER,RISK,257,No,Yes, , ,-82.50967002, 28.47847401,,,,
Spring Hill,HERNANDO,SHELTER,RISK,1155,No,Yes, , ,-82.50182296, 28.49581202,,,,
Brooksville,HERNANDO,SHELTER,RISK,310,No,Yes, , ,-82.49538398, 28.56411899,,,,
Spring Hill,HERNANDO,SHELTER,RISK,202,No,Yes, , ,-82.53757203, 28.43701900,,,,
Brooksville,HERNANDO,SHELTER,RISK,332,No,Yes, , ,-82.46332304, 28.48835401,,,,
Brooksville,HERNANDO,SHELTER,RISK,585,No,Yes, , ,-82.46332304, 28.48835401,,,,
Spring Hill,HERNANDO,SHELTER,RISK,508,No,Yes, , ,-82.50182296, 28.49581202,,,,
Spring Hill,HERNANDO,SHELTER,RISK,256,No,Yes, , ,-82.50967002, 28.47847401,,,,
Sebring,HIGHLANDS,SHELTER,RISK,223,No,Yes, , ,-81.43058003, 27.47940999,,,,
Avon Park,HIGHLANDS,SHELTER,RISK,225,No,Yes, , ,-81.51002999, 27.60199000,,,,
Lake Placid,HIGHLANDS,SHELTER,RISK,282,No,Yes, , ,-81.36949004, 27.29417999,,,,
Sebring,HIGHLANDS,SHELTER,RISK,1185,No,Yes, , ,-81.44391825, 27.49488170,,,,
Avon Park,HIGHLANDS,SHELTER,RISK,250,No,Yes, , ,-81.48868003, 27.59375000,,,,
Lake Placid,HIGHLANDS,SHELTER,RISK,359,No,Yes, , ,-81.37268002, 27.29368998,,,,
Sebring,HIGHLANDS,SHELTER,RISK,140,No,Yes, , ,-81.44402997, 27.42398000,,,,
Sebring,HIGHLANDS,SHELTER,RISK,220,No,Yes, , ,-81.44395000, 27.50725002,,,,
Sebring,HIGHLANDS,SHELTER,RISK,220,No,Yes, , ,-81.43135997, 27.48608999,,,,
Sebring,HIGHLANDS,SHELTER,RISK,509,No,Yes, , ,-81.51456997, 27.51615001,,,,
Sebring,HIGHLANDS,SHELTER,RISK,732,No,Yes, , ,-81.43135997, 27.48608999,,,,
Avon Park,HIGHLANDS,SHELTER,RISK,1082,No,Yes, , ,-81.49401263, 27.55044914,,,,
Avon Park,HIGHLANDS,SHELTER,RISK,459,No,Yes, , ,-81.50947997, 27.56872998,,,,
Avon Park,HIGHLANDS,SHELTER,RISK,538,No,Yes, , ,-81.48868003, 27.59375000,,,,
Avon Park,HIGHLANDS,SHELTER,RISK,164,No,Yes, , ,-81.49515002, 27.60747000,,,,
Avon Park,HIGHLANDS,SHELTER,RISK,126,No,Yes, , ,-81.51002999, 27.60199000,,,,
Sebring,HIGHLANDS,SHELTER,RISK,84,No,Yes, , ,-81.44395000, 27.50725002,,,,
Avon Park,HIGHLANDS,SHELTER,RISK,587,No,Yes, , ,-81.50152002, 27.59150998,,,,
Lake Placid,HIGHLANDS,SHELTER,RISK,233,No,Yes, , ,-81.37364998, 27.29642998,,,,
Riverview,HILLSBOROUGH,SHELTER,RISK,610,No,Yes, , ,-82.32297000, 27.79988598,,,,
Riverview,HILLSBOROUGH,SHELTER,RISK,732,No,Yes, , ,-82.31936997, 27.83315698,,,,
Plant City,HILLSBOROUGH,SHELTER,RISK,406,No,Yes, , ,-82.12932599, 28.02782501,,,,
Plant City,HILLSBOROUGH,SHELTER,RISK,406,No,Yes, , ,-82.17553500, 28.05013101,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,237,No,Yes, , ,-82.49933102, 28.05246998,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,275,No,Yes, , ,-82.34776098, 28.16709301,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,275,No,Yes, , ,-82.43162603, 28.07099499,,,,
Brandon,HILLSBOROUGH,SHELTER,RISK,653,No,Yes, , ,-82.29989403, 27.94428300,,,,
Plant City,HILLSBOROUGH,SHELTER,RISK,409,No,Yes, , ,-82.17177203, 27.88807898,,,,
Riverview,HILLSBOROUGH,SHELTER,RISK,583,E,Yes, , ,-82.30965199, 27.88858299,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,308,No,Yes, , ,-82.31856497, 28.15778101,,,,
Lithia,HILLSBOROUGH,SHELTER,RISK,692,No,Yes, , ,-82.20517098, 27.85933098,,,,
Odessa,HILLSBOROUGH,SHELTER,RISK,162,No,Yes, , ,-82.57467603, 28.11371801,,,,
Gibsonton,HILLSBOROUGH,SHELTER,RISK,479,E,Yes, , ,-82.36483299, 27.79310900,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,741,No,Yes, , ,-82.38178777, 28.13342805,,,,
Valrico,HILLSBOROUGH,SHELTER,RISK,543,No,Yes, , ,-82.22908002, 27.90758199,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,1599,No,Yes, ,Yes,-82.57390398, 28.07683500,-82.57390398, 28.07683500,,
Ruskin,HILLSBOROUGH,SHELTER,RISK,390,No,Yes, ,Yes,-82.36952703, 27.73978400,-82.36952703, 27.73978400,,
Lutz,HILLSBOROUGH,SHELTER,RISK,848,No,Yes, , ,-82.53270600, 28.16115799,,,,
Apollo Beach,HILLSBOROUGH,SHELTER,RISK,736,E,Yes, , ,-82.36868800, 27.78070102,,,,
Lutz,HILLSBOROUGH,SHELTER,RISK,568,No,Yes, , ,-82.53012404, 28.15650302,,,,
Wimauma,HILLSBOROUGH,SHELTER,RISK,831,No,Yes, , ,-82.32066598, 27.71803100,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,585,No,Yes, , ,-82.43951298, 27.97925100,,,,
Odessa,HILLSBOROUGH,SHELTER,RISK,455,No,Yes, , ,-82.57467603, 28.11371801,,,,
Plant City,HILLSBOROUGH,SHELTER,RISK,509,No,Yes, , ,-82.10811198, 28.01632399,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,663,No,Yes, , ,-82.31856497, 28.15778101,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,663,No,Yes, , ,-82.57986100, 28.07903198,,,,
Dover,HILLSBOROUGH,SHELTER,RISK,408,No,Yes, , ,-82.20435903, 27.90778500,,,,
Lithia,HILLSBOROUGH,SHELTER,RISK,889,No,Yes, , ,-82.21911402, 27.84179499,,,,
Valrico,HILLSBOROUGH,SHELTER,RISK,644,No,Yes, , ,-82.25494197, 27.89496602,,,,
Riverview,HILLSBOROUGH,SHELTER,RISK,348,No,Yes, , ,-82.32297000, 27.79988598,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,586,No,Yes, , ,-82.39207099, 28.11365201,,,,
Lithia,HILLSBOROUGH,SHELTER,RISK,234,No,Yes, , ,-82.20683102, 27.85650498,,,,
Seffner,HILLSBOROUGH,SHELTER,RISK,826,E,Yes, , ,-82.32788104, 28.02621400,,,,
Ruskin,HILLSBOROUGH,SHELTER,RISK,668,No,Yes, , ,-82.36952703, 27.73978400,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,831,No,Yes, , ,-82.35073002, 28.16883301,,,,
Lithia,HILLSBOROUGH,SHELTER,RISK,464,No,Yes, , ,-82.25674198, 27.84819801,,,,
Lithia,HILLSBOROUGH,SHELTER,RISK,1331,No,Yes, , ,-82.25858499, 27.84926000,,,,
Dover,HILLSBOROUGH,SHELTER,RISK,533,No,Yes, , ,-82.20435903, 27.90778500,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,636,E,Yes, , ,-82.40710897, 27.96755698,,,,
Seffner,HILLSBOROUGH,SHELTER,RISK,482,No,Yes, , ,-82.27842001, 28.00839802,,,,
Plant City,HILLSBOROUGH,SHELTER,RISK,733,No,Yes, , ,-82.17177203, 27.88807898,,,,
Plant City,HILLSBOROUGH,SHELTER,RISK,400,No,Yes, , ,-82.17177203, 27.88807898,,,,
Lutz,HILLSBOROUGH,SHELTER,RISK,1537,No,Yes, , ,-82.53311998, 28.15759200,,,,
Seffner,HILLSBOROUGH,SHELTER,RISK,331,No,Yes, , ,-82.29688928, 28.00297598,,,,
Lithia,HILLSBOROUGH,SHELTER,RISK,736,No,Yes, , ,-82.21911402, 27.84179499,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,655,No,Yes, , ,-82.45597202, 27.98831100,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,655,No,Yes, , ,-82.42726904, 27.99688199,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,169,No,Yes, , ,-82.38536396, 28.09816698,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,469,No,Yes, , ,-82.57986100, 28.07903198,,,,
Seffner,HILLSBOROUGH,SHELTER,RISK,1681,No,Yes, , ,-82.27842001, 28.00839802,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,548,No,Yes, , ,-82.39207099, 28.11365201,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,475,No,Yes, , ,-82.40423699, 28.05554098,,,,
Valrico,HILLSBOROUGH,SHELTER,RISK,448,No,Yes, , ,-82.24375498, 27.92983699,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,386,No,Yes, , ,-82.47780001, 28.05774601,,,,
Brandon,HILLSBOROUGH,SHELTER,RISK,112,No,Yes, , ,-82.30135500, 27.95737700,,,,
Riverview,HILLSBOROUGH,SHELTER,RISK,946,No,Yes, , ,-82.31774497, 27.81116798,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,676,No,Yes, , ,-82.35073002, 28.16883301,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,556,No,Yes, , ,-82.28595300, 28.14633200,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,341,No,Yes, , ,-82.32376896, 28.14100899,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,506,No,Yes, , ,-82.40423699, 28.05554098,,,,
Valrico,HILLSBOROUGH,SHELTER,RISK,376,No,Yes, , ,-82.22908002, 27.90758199,,,,
Riverview,HILLSBOROUGH,SHELTER,RISK,651,E,Yes, , ,-82.30965199, 27.88858299,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,421,No,Yes, , ,-82.38178777, 28.13342805,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,421,No,Yes, , ,-82.39207099, 28.11365201,,,,
Valrico,HILLSBOROUGH,SHELTER,RISK,292,No,Yes, , ,-82.24375498, 27.92983699,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,860,No,Yes, , ,-82.32376896, 28.14100899,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,478,No,Yes, , ,-82.40423699, 28.05554098,,,,
Plant City,HILLSBOROUGH,SHELTER,RISK,393,No,Yes, , ,-82.14659397, 28.01821599,,,,
Plant City,HILLSBOROUGH,SHELTER,RISK,270,No,Yes, , ,-82.17085597, 27.94775600,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,368,No,Yes, , ,-82.43671997, 28.00982902,,,,
Seffner,HILLSBOROUGH,SHELTER,RISK,261,No,Yes, , ,-82.27842001, 28.00839802,,,,
Valrico,HILLSBOROUGH,SHELTER,RISK,424,No,Yes, , ,-82.23907100, 27.87472799,,,,
Brandon,HILLSBOROUGH,SHELTER,RISK,338,No,Yes, , ,-82.27241899, 27.91635500,,,,
Plant City,HILLSBOROUGH,SHELTER,RISK,619,No,Yes, , ,-82.17177203, 27.88807898,,,,
Valrico,HILLSBOROUGH,SHELTER,RISK,675,No,Yes, , ,-82.23907100, 27.87472799,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,532,No,Yes, , ,-82.32376896, 28.14100899,,,,
Valrico,HILLSBOROUGH,SHELTER,RISK,643,No,Yes, , ,-82.24375498, 27.92983699,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,207,No,Yes, , ,-82.38178777, 28.13342805,,,,
Plant City,HILLSBOROUGH,SHELTER,RISK,375,No,Yes, , ,-82.15505600, 28.07559900,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,292,No,Yes, , ,-82.43996603, 28.08100101,,,,
Temple Terrace,HILLSBOROUGH,SHELTER,RISK,453,No,Yes, , ,-82.37584799, 28.05294100,,,,
Lithia,HILLSBOROUGH,SHELTER,RISK,370,No,Yes, , ,-82.20517098, 27.85933098,,,,
Lutz,HILLSBOROUGH,SHELTER,RISK,732,No,Yes, , ,-82.53270600, 28.16115799,,,,
Valrico,HILLSBOROUGH,SHELTER,RISK,520,No,Yes, , ,-82.22908002, 27.90758199,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,118,No,Yes, , ,-82.54112998, 28.06834300,,,,
Plant City,HILLSBOROUGH,SHELTER,RISK,324,No,Yes, , ,-82.16924103, 27.97689300,,,,
Riverview,HILLSBOROUGH,SHELTER,RISK,346,No,Yes, , ,-82.32297000, 27.79988598,,,,
Plant City,HILLSBOROUGH,SHELTER,RISK,248,No,Yes, , ,-82.17177203, 27.88807898,,,,
Plant City,HILLSBOROUGH,SHELTER,RISK,356,No,Yes, , ,-82.10811198, 28.01632399,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,423,No,Yes, , ,-82.43837900, 27.98066301,,,,
Lithia,HILLSBOROUGH,SHELTER,RISK,1431,No,Yes, , ,-82.20683102, 27.85650498,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,501,No,Yes, , ,-82.28595300, 28.14633200,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,902,No,Yes, , ,-82.44669401, 28.02625700,,,,
Lithia,HILLSBOROUGH,SHELTER,RISK,376,No,Yes, , ,-82.20517098, 27.85933098,,,,
Brandon,HILLSBOROUGH,SHELTER,RISK,910,No,Yes, , ,-82.31953702, 27.95872602,,,,
Brandon,HILLSBOROUGH,SHELTER,RISK,869,No,Yes, , ,-82.28998603, 27.94297601,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,208,No,Yes, , ,-82.38178777, 28.13342805,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,348,No,Yes, , ,-82.53276400, 28.04563701,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,298,No,Yes, , ,-82.42998402, 27.98252199,,,,
Lutz,HILLSBOROUGH,SHELTER,RISK,446,No,Yes, , ,-82.53012404, 28.15650302,,,,
Dover,HILLSBOROUGH,SHELTER,RISK,558,No,Yes, , ,-82.20435903, 27.90778500,,,,
Gibsonton,HILLSBOROUGH,SHELTER,RISK,433,E,Yes, , ,-82.36483299, 27.79310900,,,,
Riverview,HILLSBOROUGH,SHELTER,RISK,333,No,Yes, , ,-82.28913401, 27.80184701,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,501,No,Yes, ,Yes,-82.57390398, 28.07683500,-82.57390398, 28.07683500,,
Ruskin,HILLSBOROUGH,SHELTER,RISK,834,No,Yes, , ,-82.36952703, 27.73978400,,,,
Plant City,HILLSBOROUGH,SHELTER,RISK,565,No,Yes, , ,-82.17177203, 27.88807898,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,1159,No,Yes, , ,-82.40707996, 27.99196001,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,191,No,Yes, , ,-82.43178998, 28.07194500,,,,
Riverview,HILLSBOROUGH,SHELTER,RISK,422,No,Yes, , ,-82.27980403, 27.84792799,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,672,No,Yes, , ,-82.31856497, 28.15778101,,,,
Wimauma,HILLSBOROUGH,SHELTER,RISK,688,No,Yes, , ,-82.32066598, 27.71803100,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,301,No,Yes, , ,-82.47780001, 28.05774601,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,390,No,Yes, , ,-82.35073002, 28.16883301,,,,
Plant City,HILLSBOROUGH,SHELTER,RISK,742,No,Yes, , ,-82.17177203, 27.88807898,,,,
Seffner,HILLSBOROUGH,SHELTER,RISK,688,E,Yes, , ,-82.32788104, 28.02621400,,,,
Plant City,HILLSBOROUGH,SHELTER,RISK,431,No,Yes, , ,-82.17101498, 27.94417399,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,602,No,Yes, , ,-82.32376896, 28.14100899,,,,
Dover,HILLSBOROUGH,SHELTER,RISK,362,No,Yes, ,Yes,-82.23659004, 28.02288899,-82.23659004, 28.02288899,,
Tampa,HILLSBOROUGH,SHELTER,RISK,187,E,Yes, , ,-82.40710897, 27.96755698,,,,
Odessa,HILLSBOROUGH,SHELTER,RISK,524,No,Yes, , ,-82.57467603, 28.11371801,,,,
Temple Terrace,HILLSBOROUGH,SHELTER,RISK,367,No,Yes, , ,-82.39167897, 28.03460500,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,437,No,Yes, , ,-82.35442803, 28.15886801,,,,
Seffner,HILLSBOROUGH,SHELTER,RISK,506,No,Yes, , ,-82.27842001, 28.00839802,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,277,No,Yes, , ,-82.34776098, 28.16709301,,,,
Lithia,HILLSBOROUGH,SHELTER,RISK,657,No,Yes, , ,-82.23239800, 27.84929998,,,,
Plant City,HILLSBOROUGH,SHELTER,RISK,379,No,Yes, , ,-82.07146202, 27.97339900,,,,
Riverview,HILLSBOROUGH,SHELTER,RISK,611,No,Yes, , ,-82.31936997, 27.83315698,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,139,No,Yes, , ,-82.42330800, 27.98743701,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,1593,No,Yes, , ,-82.43354599, 27.98984799,,,,
Temple Terrace,HILLSBOROUGH,SHELTER,RISK,160,No,Yes, , ,-82.37305586, 28.04711579,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,396,No,Yes, , ,-82.57986100, 28.07903198,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,595,E,Yes, , ,-82.40710897, 27.96755698,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,906,No,Yes, , ,-82.43354599, 27.98984799,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,796,No,Yes, , ,-82.41466902, 28.00555701,,,,
Lutz,HILLSBOROUGH,SHELTER,RISK,701,No,Yes, , ,-82.53012404, 28.15650302,,,,
Riverview,HILLSBOROUGH,SHELTER,RISK,235,No,Yes, , ,-82.32297000, 27.79988598,,,,
Tampa,HILLSBOROUGH,SHELTER,RISK,140,No,Yes, , ,-82.42330800, 27.98743701,,,,
Lithia,HILLSBOROUGH,SHELTER,RISK,526,No,Yes, , ,-82.23239800, 27.84929998,,,,
Odessa,HILLSBOROUGH,SHELTER,RISK,406,No,Yes, , ,-82.57467603, 28.11371801,,,,
Ruskin,HILLSBOROUGH,SHELTER,RISK,350,No,Yes, , ,-82.36762199, 27.73950300,,,,
Plant City,HILLSBOROUGH,SHELTER,RISK,307,No,Yes, , ,-82.13448597, 28.00428699,,,,
Bonifay,HOLMES,SHELTER,RISK,481,No,Yes, , ,-85.67960000, 30.79399500,,,,
Bonifay,HOLMES,SHELTER,RISK,350,No,Yes, , ,-85.67960000, 30.79399500,,,,
Bonifay,HOLMES,SHELTER,RISK,165, ,Yes, , ,-85.67960000, 30.79399500,,,,
Bonifay,HOLMES,SHELTER,RISK,499,No,Yes, , ,-85.67960000, 30.79399500,,,,
Westville,HOLMES,SHELTER,RISK,179,No,Yes, , ,-85.87730257, 30.95259494,,,,
Graceville,HOLMES,SHELTER,RISK,249,No,Yes, , ,-85.57764326, 30.95407325,,,,
Bonifay,HOLMES,SHELTER,RISK,183,No,Yes, , ,-85.67960000, 30.79399500,,,,
Bonifay,HOLMES,SHELTER,RISK,143,No,Yes, , ,-85.67960000, 30.79399500,,,,
Bonifay,HOLMES,SHELTER,RISK,123,No,Yes, , ,-85.67960000, 30.79399500,,,,
Bonifay,HOLMES,SHELTER,RISK,724,No,Yes, , ,-85.67960000, 30.79399500,,,,
Vero beach,INDIAN RIVER,SHELTER,RISK,588,No,Yes, , ,-80.45585404, 27.70297400,,,,
Sebastian,INDIAN RIVER,SHELTER,RISK,109,No,Yes, , ,-80.51124724, 27.75671503,,,,
Vero Beach,INDIAN RIVER,SHELTER,RISK,579,No,Yes, , ,-80.38277842, 27.56800707,,,,
Vero Beach,INDIAN RIVER,SHELTER,RISK,1499,No,Yes, , ,-80.40143697, 27.63532998,,,,
Sebastian,INDIAN RIVER,SHELTER,RISK,83,No,Yes, , ,-80.51124724, 27.75671503,,,,
Sebastian,INDIAN RIVER,SHELTER,RISK,2228,No,Yes, , ,-80.51783403, 27.76753502,,,,
Sebastian,INDIAN RIVER,SHELTER,RISK,410,No,Yes, , ,-80.51124724, 27.75671503,,,,
Vero Beach,INDIAN RIVER,SHELTER,RISK,158,No,Yes, , ,-80.38277842, 27.56800707,,,,
Fellsmere,INDIAN RIVER,SHELTER,RISK,286,No,Yes, , ,-80.60535802, 27.77040800,,,,
Vero beach,INDIAN RIVER,SHELTER,RISK,215,No,Yes, , ,-80.45585404, 27.70297400,,,,
Vero Beach,INDIAN RIVER,SHELTER,RISK,515,No,Yes, , ,-80.40480297, 27.62434299,,,,
Sebastian,INDIAN RIVER,SHELTER,RISK,371,No,Yes, , ,-80.47685800, 27.80414000,,,,
Fellsmere,INDIAN RIVER,SHELTER,RISK,570,No,Yes, , ,-80.60535802, 27.77040800,,,,
Vero Beach,INDIAN RIVER,SHELTER,RISK,184,No,Yes, ,Yes,-80.46525952, 27.74151477,-80.46525952, 27.74151477,,
Sebastian,INDIAN RIVER,SHELTER,RISK,185,No,Yes, , ,-80.51124724, 27.75671503,,,,
Sebastian,INDIAN RIVER,SHELTER,RISK,684,No,Yes, , ,-80.51124724, 27.75671503,,,,
Sebastian,INDIAN RIVER,SHELTER,RISK,217,No,Yes, , ,-80.51124724, 27.75671503,,,,
Sebastian,INDIAN RIVER,SHELTER,RISK,306,No,Yes, , ,-80.51124724, 27.75671503,,,,
Vero Beach,INDIAN RIVER,SHELTER,RISK,580,No,Yes, , ,-80.38277842, 27.56800707,,,,
Vero Beach,INDIAN RIVER,SHELTER,RISK,159,No,Yes, , ,-80.41413102, 27.67578499,,,,
Sebastian,INDIAN RIVER,SHELTER,RISK,347,No,Yes, , ,-80.51124724, 27.75671503,,,,
Vero Beach,INDIAN RIVER,SHELTER,RISK,168,No,Yes, , ,-80.41448021, 27.67551554,,,,
Vero Beach,INDIAN RIVER,SHELTER,RISK,1578,No,Yes, , ,-80.40480297, 27.62434299,,,,
Vero beach,INDIAN RIVER,SHELTER,RISK,211,No,Yes, , ,-80.45585404, 27.70297400,,,,
Vero Beach,INDIAN RIVER,SHELTER,RISK,243,No,Yes, , ,-80.38277842, 27.56800707,,,,
Sebastian,INDIAN RIVER,SHELTER,RISK,298,No,Yes, , ,-80.51124724, 27.75671503,,,,
Fellsmere,INDIAN RIVER,SHELTER,RISK,470,No,Yes, , ,-80.60535802, 27.77040800,,,,
Vero beach,INDIAN RIVER,SHELTER,RISK,214,No,Yes, , ,-80.45585404, 27.70297400,,,,
Sebastian,INDIAN RIVER,SHELTER,RISK,283,No,Yes, , ,-80.51783403, 27.76753502,,,,
Vero Beach,INDIAN RIVER,SHELTER,RISK,111,No,Yes, , ,-80.40365297, 27.58227199,,,,
Sebastian,INDIAN RIVER,SHELTER,RISK,289,No,Yes, , ,-80.51124724, 27.75671503,,,,
Sebastian,INDIAN RIVER,SHELTER,RISK,236,No,Yes, , ,-80.51124724, 27.75671503,,,,
Marianna,JACKSON,SHELTER,RISK,418,No,Yes, , ,-85.19870908, 30.81237621,,,,
Marianna,JACKSON,SHELTER,RISK,770,No,Yes, , ,-85.19870908, 30.81237621,,,,
Marianna,JACKSON,SHELTER,RISK,332,No,Yes, , ,-85.19870908, 30.81237621,,,,
Marianna,JACKSON,SHELTER,RISK,499,No,Yes, , ,-85.23114629, 30.78824971,,,,
Marianna,JACKSON,SHELTER,RISK,586,No,Yes, , ,-85.19870908, 30.81237621,,,,
Marianna,JACKSON,SHELTER,RISK,239,No,Yes, , ,-85.19870908, 30.81237621,,,,
Marianna,JACKSON,SHELTER,RISK,1017,No,Yes, , ,-85.19870908, 30.81237621,,,,
Monticello,JEFFERSON,SHELTER,RISK,689,No,Yes, , ,-83.88093085, 30.49099379,,,,
Mayo,LAFAYETTE,SHELTER,RISK,111,No,Yes, , ,-83.16836003, 30.05387002,,,,
Mount Dora,LAKE,SHELTER,RISK,428,No,Yes, , ,-81.63509998, 28.80254500,,,,
Clermont,LAKE,SHELTER,RISK,187,No,Yes, , ,-81.78670203, 28.49556701,,,,
Groveland,LAKE,SHELTER,RISK,396,No,Yes, , ,-81.81857720, 28.57331734,,,,
Clemont,LAKE,SHELTER,RISK,352,No,Yes, , ,-81.72005702, 28.53894701,,,,
Clermont,LAKE,SHELTER,RISK,2636,No,Yes, , ,-81.68773296, 28.40492201,,,,
Leesburg,LAKE,SHELTER,RISK,193,No,Yes, ,Yes,-81.78018200, 28.84559701,-81.78018200, 28.84559701,,
Leesburg,LAKE,SHELTER,RISK,280,No,Yes, , ,-81.88192800, 28.82980898,,,,
Clermont,LAKE,SHELTER,RISK,299,No,Yes, ,Yes,-81.72159139, 28.52567145,-81.72159139, 28.52567145,,
Mt. Dora,LAKE,SHELTER,RISK,51,No,Yes, ,Yes,-81.59358097, 28.80536701,-81.59358097, 28.80536701,,
Umatilla,LAKE,SHELTER,RISK,48,No,Yes, ,Yes,-81.66641602, 28.92840799,-81.66641602, 28.92840799,,
Clemont,LAKE,SHELTER,RISK,157,No,Yes, , ,-81.72005702, 28.53894701,,,,
Leesburg,LAKE,SHELTER,RISK,385,No,Yes, , ,-81.89512103, 28.82689501,,,,
Lady Lake,LAKE,SHELTER,RISK,306,No,Yes, , ,-81.93559297, 28.93017200,,,,
Groveland,LAKE,SHELTER,RISK,350,No,Yes, , ,-81.81766604, 28.57413399,,,,
Clermont,LAKE,SHELTER,RISK,279,No,Yes, , ,-81.78670203, 28.49556701,,,,
Leesburg,LAKE,SHELTER,RISK,187,No,Yes, ,Yes,-81.78018200, 28.84559701,-81.78018200, 28.84559701,,
Leesburg,LAKE,SHELTER,RISK,563,No,Yes, , ,-81.89512103, 28.82689501,,,,
Minneola,LAKE,SHELTER,RISK,2636,No,Yes, , ,-81.72943509, 28.58294572,,,,
Mascotte,LAKE,SHELTER,RISK,1512,No,Yes, , ,-81.88567303, 28.57234001,,,,
Astatula,LAKE,SHELTER,RISK,231,No,Yes, ,Yes,-81.72578697, 28.71083499,-81.72578697, 28.71083499,,
Mt. Dora,LAKE,SHELTER,RISK,209,No,Yes, ,Yes,-81.59358097, 28.80536701,-81.59358097, 28.80536701,,
Groveland,LAKE,SHELTER,RISK,199,No,Yes, , ,-81.81766604, 28.57413399,,,,
Tavares,LAKE,SHELTER,RISK,517,No,Yes, , ,-81.72844202, 28.80699499,,,,
Umatilla,LAKE,SHELTER,RISK,467,No,Yes, , ,-81.66429901, 28.93057702,,,,
Groveland,LAKE,SHELTER,RISK,110,No,Yes, , ,-81.81766604, 28.57413399,,,,
Mt. Dora,LAKE,SHELTER,RISK,187,No,Yes, ,Yes,-81.59358097, 28.80536701,-81.59358097, 28.80536701,,
Fruitland Park,LAKE,SHELTER,RISK,247,No,Yes, , ,-81.90962801, 28.85966599,,,,
