Name,CITY,COUNTY,Longitude,Latitude,FACILITY_TYPE,fs_Longitude,fs_Latitude,fb_Longitude,fb_Latitude,ng_Longitude,ng_Latitude
,VENUS,HIGHLANDS,,,FIRE STATION,-81.39259451,27.07393566,,,,
,RUSKIN,HILLSBOROUGH,,,FIRE STATION,-82.42869504,27.71351725,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.39790534,27.96340572,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.45017551,27.92158197,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.50455513,28.06716709,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.43513243,27.96337674,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.43492770,27.94675037,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.33604058,27.94148447,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.42770739,28.03584444,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.54946810,28.04181715,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.39031389,27.94203082,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.45558194,27.98032535,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.42683038,27.99866021,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.50519438,28.09811407,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.42254316,27.97169925,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.47460000,28.02468000,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.39088524,28.10621292,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.53430744,27.97432422,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.49199214,27.85283935,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.36966132,28.06310104,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.58457842,27.99971176,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.50929668,28.02796175,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.39072691,27.98980214,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.55955061,27.99496631,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.36832862,27.91816043,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.51759001,27.96053175,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.45105528,28.00265900,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.39226624,28.03302311,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.44798087,28.07350123,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.34776719,28.14161538,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.49220128,27.99662473,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.50818929,27.93048739,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.47205633,27.94429074,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.42331939,28.07061780,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.50239492,27.89295430,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.47305303,27.83290318,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.61056662,28.01785379,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.45448474,27.95174063,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.58244355,28.03755462,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.57043333,28.07554960,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.33462369,27.97338311,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.49425627,27.85351935,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.53770543,28.08526864,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.62443887,28.05270765,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.48677269,27.95893555,,,,
,TAMPA,HILLSBOROUGH,,,FIRE STATION,-82.44490524,28.06583621,,,,
,LITHIA,HILLSBOROUGH,,,FIRE STATION,-82.17376336,27.84972697,,,,
,GIBSONTON,HILLSBOROUGH,,,FIRE STATION,-82.35709307,27.85011732,,,,
,WIMAUMA,HILLSBOROUGH,,,FIRE STATION,-82.38468339,27.65720544,,,,
,WIMAUMA,HILLSBOROUGH,,,FIRE STATION,-82.30490719,27.70656652,,,,
,SUN CITY CENTER,HILLSBOROUGH,,,FIRE STATION,-82.34681426,27.71171973,,,,
,BRANDON,HILLSBOROUGH,,,FIRE STATION,-82.28761539,27.89392380,,,,
,BRANDON,HILLSBOROUGH,,,FIRE STATION,-82.27525353,27.93903480,,,,
,APOLLO BEACH,HILLSBOROUGH,,,FIRE STATION,-82.40966501,27.76519037,,,,
,RIVERVIEW,HILLSBOROUGH,,,FIRE STATION,-82.32823301,27.79159650,,,,
,RIVERVIEW,HILLSBOROUGH,,,FIRE STATION,-82.32367222,27.86253735,,,,
,RIVERVIEW,HILLSBOROUGH,,,FIRE STATION,-82.31809347,27.89683025,,,,
,PLANT CITY,HILLSBOROUGH,,,FIRE STATION,-82.13786850,28.02167627,,,,
,PLANT CITY,HILLSBOROUGH,,,FIRE STATION,-82.07994039,27.98291982,,,,
,PLANT CITY,HILLSBOROUGH,,,FIRE STATION,-82.07207643,28.03859196,,,,
,PLANT CITY,HILLSBOROUGH,,,FIRE STATION,-82.11704232,27.98949599,,,,
,PLANT CITY,HILLSBOROUGH,,,FIRE STATION,-82.18886652,28.04729221,,,,
,SEFFNER,HILLSBOROUGH,,,FIRE STATION,-82.29735520,28.00318511,,,,
,SEFFNER,HILLSBOROUGH,,,FIRE STATION,-82.27725671,27.96625759,,,,
,LUTZ,HILLSBOROUGH,,,FIRE STATION,-82.54595985,28.12879660,,,,
,LUTZ,HILLSBOROUGH,,,FIRE STATION,-82.46337428,28.15131986,,,,
,LUTZ,HILLSBOROUGH,,,FIRE STATION,-82.45599839,28.10217172,,,,
, ,HILLSBOROUGH,,,FIRE STATION,-82.51829000,27.86524000,,,,
,VALRICO,HILLSBOROUGH,,,FIRE STATION,-82.21996954,27.93931210,,,,
,VALRICO,HILLSBOROUGH,,,FIRE STATION,-82.21846408,27.89343441,,,,
,THONOTOSASSA,HILLSBOROUGH,,,FIRE STATION,-82.29613139,28.05700523,,,,
,DOVER,HILLSBOROUGH,,,FIRE STATION,-82.20764412,27.99377096,,,,
,WESTVILLE,HOLMES,,,FIRE STATION,-85.95609736,30.90183445,,,,
,WESTVILLE,HOLMES,,,FIRE STATION,-85.85134891,30.77444602,,,,
,WESTVILLE,HOLMES,,,FIRE STATION,-85.87681756,30.95261882,,,,
,BONIFAY,HOLMES,,,FIRE STATION,-85.61971975,30.98063211,,,,
,BONIFAY,HOLMES,,,FIRE STATION,-85.80975409,30.94053962,,,,
,BONIFAY,HOLMES,,,FIRE STATION,-85.64607185,30.98465244,,,,
,BONIFAY,HOLMES,,,FIRE STATION,-85.68026492,30.78488726,,,,
,CARYVILLE,HOLMES,,,FIRE STATION,-85.84036079,30.86598127,,,,
,Ponce de Leon,HOLMES,,,FIRE STATION,-85.96852416,30.71976680,,,,
,PONCE DE LEON,HOLMES,,,FIRE STATION,-85.95037595,30.72193881,,,,
,SEBASTIAN,INDIAN RIVER,,,FIRE STATION,-80.48852064,27.83794960,,,,
,SEBASTIAN,INDIAN RIVER,,,FIRE STATION,-80.49265449,27.83097156,,,,
,SEBASTIAN,INDIAN RIVER,,,FIRE STATION,-80.48686500,27.77806203,,,,
,VERO BEACH,INDIAN RIVER,,,FIRE STATION,-80.37011524,27.65222747,,,,
,VERO BEACH,INDIAN RIVER,,,FIRE STATION,-80.39559156,27.62960787,,,,
,VERO BEACH,INDIAN RIVER,,,FIRE STATION,-80.52057417,27.74313757,,,,
,VERO BEACH,INDIAN RIVER,,,FIRE STATION,-80.40133693,27.58773286,,,,
,VERO BEACH,INDIAN RIVER,,,FIRE STATION,-80.40829357,27.76298104,,,,
,VERO BEACH,INDIAN RIVER,,,FIRE STATION,-80.42025683,27.71275242,,,,
,VERO BEACH,INDIAN RIVER,,,FIRE STATION,-80.33962120,27.60280361,,,,
,VERO BEACH,INDIAN RIVER,,,FIRE STATION,-80.40301114,27.64729123,,,,
,VERO BEACH,INDIAN RIVER,,,FIRE STATION,-80.49635121,27.62475638,,,,
,VERO BEACH,INDIAN RIVER,,,FIRE STATION,-80.42215426,27.68326004,,,,
,VERO BEACH,INDIAN RIVER,,,FIRE STATION,-80.37293387,27.69175056,,,,
,VERO BEACH,INDIAN RIVER,,,FIRE STATION,-80.42940474,27.64948042,,,,
,FELLSMERE,INDIAN RIVER,,,FIRE STATION,-80.60153494,27.77018292,,,,
,CAMPBELLTON,JACKSON,,,FIRE STATION,-85.40156434,30.95048234,,,,
,CAMPBELLTON,JACKSON,,,FIRE STATION,,,,,,
,COTTONDALE,JACKSON,,,FIRE STATION,-85.37562019,30.79565723,,,,
,ALFORD,JACKSON,,,FIRE STATION,-85.39242857,30.69423239,,,,
,ALFORD,JACKSON,,,FIRE STATION,-85.34285021,30.62021224,,,,
,SNEADS,JACKSON,,,FIRE STATION,,,,,,
,SNEADS,JACKSON,,,FIRE STATION,-84.91956619,30.71068576,,,,
,MARIANNA,JACKSON,,,FIRE STATION,-85.06174180,30.81440255,,,,
,MARIANNA,JACKSON,,,FIRE STATION,-85.17078923,30.82344910,,,,
,MARIANNA,JACKSON,,,FIRE STATION,-85.26429298,30.75739609,,,,
,MARIANNA,JACKSON,,,FIRE STATION,-85.22712170,30.77576394,,,,
,Grand Ridge,JACKSON,,,FIRE STATION,-85.01969776,30.71464493,,,,
,MALONE,JACKSON,,,FIRE STATION,-85.16118599,30.95596282,,,,
,GRACEVILLE,JACKSON,,,FIRE STATION,-85.51501481,30.95589891,,,,
,MONTICELLO,JEFFERSON,,,FIRE STATION,-83.87053304,30.55562812,,,,
,MONTICELLO,JEFFERSON,,,FIRE STATION,-83.98636410,30.35901940,,,,
,MONTICELLO,JEFFERSON,,,FIRE STATION,-83.86954590,30.52963153,,,,
,TALLAHASSEE,JEFFERSON,,,FIRE STATION,-84.02123880,30.47790576,,,,
,GREENVILLE,JEFFERSON,,,FIRE STATION,-83.69905768,30.59579911,,,,
,BRANFORD,LAFAYETTE,,,FIRE STATION,-82.91761494,29.84583537,,,,
,MAYO,LAFAYETTE,,,FIRE STATION,-83.16554716,30.05243458,,,,
,FRUITLAND PARK,LAKE,,,FIRE STATION,-81.91165631,28.87638163,,,,
,FRUITLAND PARK,LAKE,,,FIRE STATION,-81.91274399,28.85874518,,,,
,LADY LAKE,LAKE,,,FIRE STATION,-81.95137416,28.94849414,,,,
,LADY LAKE,LAKE,,,FIRE STATION,-81.92560352,28.91952071,,,,
,LADY LAKE,LAKE,,,FIRE STATION,-81.85196091,28.93282639,,,,
,CLERMONT,LAKE,,,FIRE STATION,-81.79798451,28.60026950,,,,
,CLERMONT,LAKE,,,FIRE STATION,-81.76290226,28.51601405,,,,
,CLERMONT,LAKE,,,FIRE STATION,-81.68499537,28.54725056,,,,
,CLERMONT,LAKE,,,FIRE STATION,-81.71530093,28.50007247,,,,
,CLERMONT,LAKE,,,FIRE STATION,-81.68554049,28.36957595,,,,
,CLERMONT,LAKE,,,FIRE STATION,-81.70131933,28.62381324,,,,
,CLERMONT,LAKE,,,FIRE STATION,-81.74816987,28.57050390,,,,
,CLERMONT,LAKE,,,FIRE STATION,-81.71437625,28.54871390,,,,
,CLERMONT,LAKE,,,FIRE STATION,-81.76230396,28.55091691,,,,
,CLERMONT,LAKE,,,FIRE STATION,-81.80217188,28.43788132,,,,
,EUSTIS,LAKE,,,FIRE STATION,-81.68697874,28.84524843,,,,
,EUSTIS,LAKE,,,FIRE STATION,-81.54097183,28.87638398,,,,
,EUSTIS,LAKE,,,FIRE STATION,-81.43052770,28.93944548,,,,
,ASTATULA,LAKE,,,FIRE STATION,-81.73381514,28.71084863,,,,
,TAVARES,LAKE,,,FIRE STATION,-81.74563196,28.77235543,,,,
,TAVARES,LAKE,,,FIRE STATION,-81.72346275,28.80372026,,,,
,MOUNT DORA,LAKE,,,FIRE STATION,-81.63331659,28.84743103,,,,
,MOUNT DORA,LAKE,,,FIRE STATION,-81.68559668,28.74765984,,,,
,MOUNT DORA,LAKE,,,FIRE STATION,-81.68238517,28.81540744,,,,
,MOUNT DORA,LAKE,,,FIRE STATION,-81.64429998,28.80816212,,,,
,LEESBURG,LAKE,,,FIRE STATION,-81.93331660,28.82909596,,,,
,LEESBURG,LAKE,,,FIRE STATION,-81.80240362,28.82584769,,,,
,LEESBURG,LAKE,,,FIRE STATION,-81.89530517,28.82895310,,,,
,LEESBURG,LAKE,,,FIRE STATION,-81.76913584,28.84166868,,,,
,LEESBURG,LAKE,,,FIRE STATION,-81.83576619,28.80783407,,,,
,LEESBURG,LAKE,,,FIRE STATION,-81.75087682,28.87442124,,,,
,LEESBURG,LAKE,,,FIRE STATION,-81.86065628,28.71063946,,,,
,LEESBURG,LAKE,,,FIRE STATION,-81.87402177,28.81007242,,,,
,ALTOONA,LAKE,,,FIRE STATION,-81.64680715,28.97041864,,,,
,ALTOONA,LAKE,,,FIRE STATION,-81.63953126,29.04165174,,,,
,GROVELAND,LAKE,,,FIRE STATION,-81.90580193,28.47464260,,,,
,GROVELAND,LAKE,,,FIRE STATION,-81.85957818,28.56146571,,,,
,ASTOR,LAKE,,,FIRE STATION,-81.55841585,29.15811264,,,,
,UMATILLA,LAKE,,,FIRE STATION,-81.66752957,28.92664279,,,,
,UMATILLA,LAKE,,,FIRE STATION,-81.67320986,28.91398628,,,,
,UMATILLA,LAKE,,,FIRE STATION,-81.68763367,28.89776173,,,,
,MASCOTTE,LAKE,,,FIRE STATION,-81.88084678,28.57222154,,,,
,PAISLEY,LAKE,,,FIRE STATION,-81.53759276,28.99623811,,,,
,OKAHUMPKA,LAKE,,,FIRE STATION,-81.89242810,28.74105706,,,,
,YALAHA,LAKE,,,FIRE STATION,-81.80790195,28.74305212,,,,
,SORRENTO,LAKE,,,FIRE STATION,-81.53621076,28.80752718,,,,
,SANIBEL,LEE,,,FIRE STATION,-82.07793780,26.43777804,,,,
,SANIBEL,LEE,,,FIRE STATION,-82.15226720,26.46543152,,,,
,FORT MYERS,LEE,,,FIRE STATION,-81.87050744,26.56413740,,,,
,FORT MYERS,LEE,,,FIRE STATION,-81.75865388,26.53761256,,,,
,FORT MYERS,LEE,,,FIRE STATION,-81.86414660,26.59090344,,,,
,FORT MYERS,LEE,,,FIRE STATION,-81.84043128,26.60982515,,,,
,FORT MYERS,LEE,,,FIRE STATION,-81.93621038,26.51392857,,,,
,FORT MYERS,LEE,,,FIRE STATION,-81.78613089,26.60276894,,,,
,FORT MYERS,LEE,,,FIRE STATION,-81.86513260,26.64057832,,,,
,FORT MYERS,LEE,,,FIRE STATION,-81.82120307,26.64236496,,,,
,FORT MYERS,LEE,,,FIRE STATION,-81.89849490,26.51026468,,,,
,FORT MYERS,LEE,,,FIRE STATION,-81.96309409,26.50241242,,,,
,FORT MYERS,LEE,,,FIRE STATION,-81.75237155,26.70302374,,,,
,FORT MYERS,LEE,,,FIRE STATION,-81.84424454,26.65759064,,,,
,FORT MYERS,LEE,,,FIRE STATION,-81.86192624,26.53128510,,,,
,FORT MYERS,LEE,,,FIRE STATION,-81.78047096,26.45754898,,,,
,FORT MYERS,LEE,,,FIRE STATION,-81.87341354,26.60735123,,,,
,FORT MYERS,LEE,,,FIRE STATION,-81.89893005,26.57470009,,,,
,FORT MYERS,LEE,,,FIRE STATION,-81.80253735,26.67205614,,,,
,FORT MYERS,LEE,,,FIRE STATION,-81.82330945,26.46820999,,,,
,FORT MYERS,LEE,,,FIRE STATION,-81.90480693,26.55483703,,,,
,FORT MYERS,LEE,,,FIRE STATION,-81.81717839,26.54635107,,,,
,FORT MYERS,LEE,,,FIRE STATION,-81.75777596,26.55499242,,,,
,FORT MYERS,LEE,,,FIRE STATION,-81.85799356,26.49780585,,,,
,FORT MYERS,LEE,,,FIRE STATION,-81.73194337,26.65868392,,,,
,CAPE CORAL,LEE,,,FIRE STATION,-81.97372153,26.61473533,,,,
,CAPE CORAL,LEE,,,FIRE STATION,-81.98924676,26.65064644,,,,
,CAPE CORAL,LEE,,,FIRE STATION,-81.98198555,26.57612274,,,,
,CAPE CORAL,LEE,,,FIRE STATION,-81.95938391,26.63016585,,,,
,CAPE CORAL,LEE,,,FIRE STATION,-82.03970495,26.73309090,,,,
,CAPE CORAL,LEE,,,FIRE STATION,-82.00724801,26.56649337,,,,
,CAPE CORAL,LEE,,,FIRE STATION,-81.94898033,26.72476334,,,,
,CAPE CORAL,LEE,,,FIRE STATION,-81.93911926,26.60689005,,,,
,CAPE CORAL,LEE,,,FIRE STATION,-81.95138156,26.68316746,,,,
,CAPE CORAL,LEE,,,FIRE STATION,-81.95838281,26.56660588,,,,
,NORTH FORT MYERS,LEE,,,FIRE STATION,-81.85238033,26.70100819,,,,
,NORTH FORT MYERS,LEE,,,FIRE STATION,-81.90951181,26.73496761,,,,
,NORTH FORT MYERS,LEE,,,FIRE STATION,-81.87920623,26.66889871,,,,
,NORTH FORT MYERS,LEE,,,FIRE STATION,-81.90984444,26.67128890,,,,
,NORTH FORT MYERS,LEE,,,FIRE STATION,-81.80112988,26.71653989,,,,
,LEHIGH ACRES,LEE,,,FIRE STATION,-81.60426912,26.56278244,,,,
,LEHIGH ACRES,LEE,,,FIRE STATION,-81.59778174,26.63684493,,,,
,LEHIGH ACRES,LEE,,,FIRE STATION,-81.63993782,26.59835674,,,,
,LEHIGH ACRES,LEE,,,FIRE STATION,-81.67960311,26.59874280,,,,
,LEHIGH ACRES,LEE,,,FIRE STATION,-81.71443518,26.60902093,,,,
,FORT MYERS BEACH,LEE,,,FIRE STATION,-81.94797338,26.48160224,,,,
,FORT MYERS BEACH,LEE,,,FIRE STATION,-81.93528556,26.44523628,,,,
,FORT MYERS BEACH,LEE,,,FIRE STATION,-81.89984961,26.41555882,,,,
,ESTERO,LEE,,,FIRE STATION,-81.75800027,26.44027243,,,,
,ESTERO,LEE,,,FIRE STATION,-81.81039659,26.43728701,,,,
,ESTERO,LEE,,,FIRE STATION,-81.78886493,26.42592055,,,,
,ESTERO,LEE,,,FIRE STATION,-81.81014989,26.41145955,,,,
,BONITA SPRINGS,LEE,,,FIRE STATION,-81.80379660,26.34668785,,,,
,BONITA SPRINGS,LEE,,,FIRE STATION,-81.80703500,26.37582486,,,,
,BONITA SPRINGS,LEE,,,FIRE STATION,-81.77935264,26.33799429,,,,
,BONITA SPRINGS,LEE,,,FIRE STATION,-81.73742297,26.33580170,,,,
,BONITA SPRINGS,LEE,,,FIRE STATION,-81.81645288,26.32973602,,,,
,BOKEELIA,LEE,,,FIRE STATION,-82.21243003,26.66163072,,,,
,BOKEELIA,LEE,,,FIRE STATION,-82.14970291,26.67730666,,,,
,BOKEELIA,LEE,,,FIRE STATION,-82.11985740,26.61390219,,,,
,ALVA,LEE,,,FIRE STATION,-81.60755189,26.70618246,,,,
,CAPTIVA,LEE,,,FIRE STATION,-82.22043553,26.60125039,,,,
,CAPTIVA,LEE,,,FIRE STATION,-82.18942052,26.52275266,,,,
,SAINT JAMES CITY,LEE,,,FIRE STATION,-82.08858566,26.53298528,,,,
,BOCA GRANDE,LEE,,,FIRE STATION,-82.26092070,26.74991252,,,,
,BOCA GRANDE,LEE,,,FIRE STATION,-82.24627492,26.68605975,,,,
,TALLAHASSEE,LEON,,,FIRE STATION,-84.22285822,30.51236692,,,,
,TALLAHASSEE,LEON,,,FIRE STATION,-84.25427563,30.49243952,,,,
,TALLAHASSEE,LEON,,,FIRE STATION,-84.53948700,30.42345600,,,,
,TALLAHASSEE,LEON,,,FIRE STATION,-84.25331219,30.58685314,,,,
,TALLAHASSEE,LEON,,,FIRE STATION,-84.35547724,30.39649233,,,,
,TALLAHASSEE,LEON,,,FIRE STATION,-84.12531834,30.43870998,,,,
,TALLAHASSEE,LEON,,,FIRE STATION,-84.23050371,30.42627883,,,,
,TALLAHASSEE,LEON,,,FIRE STATION,-84.37613913,30.54839516,,,,
,TALLAHASSEE,LEON,,,FIRE STATION,-84.28156075,30.44558711,,,,
,TALLAHASSEE,LEON,,,FIRE STATION,-84.20894154,30.65627534,,,,
,TALLAHASSEE,LEON,,,FIRE STATION,-84.42350503,30.30569303,,,,
,TALLAHASSEE,LEON,,,FIRE STATION,-84.12979902,30.37690156,,,,
,TALLAHASSEE,LEON,,,FIRE STATION,-84.33742799,30.44062925,,,,
,TALLAHASSEE,LEON,,,FIRE STATION,-84.32855169,30.47333771,,,,
,TALLAHASSEE,LEON,,,FIRE STATION,-84.14879612,30.56183801,,,,
,TALLAHASSEE,LEON,,,FIRE STATION,-84.36494728,30.52843726,,,,
,TALLAHASSEE,LEON,,,FIRE STATION,-84.27983532,30.40708002,,,,
,TALLAHASSEE,LEON,,,FIRE STATION,-84.22295920,30.45155998,,,,
,TALLAHASSEE,LEON,,,FIRE STATION,-84.25309477,30.32108197,,,,
,TALLAHASSEE,LEON,,,FIRE STATION,-84.29620518,30.47852023,,,,
,TALLAHASSEE,LEON,,,FIRE STATION,-84.33711554,30.44027602,,,,
,TALLAHASSE,LEON,,,FIRE STATION,-84.22164457,30.45070660,,,,
,TALLAHASSE,LEON,,,FIRE STATION,-84.64086382,30.36977356,,,,
,INGLIS,LEVY,,,FIRE STATION,-82.72653537,29.25084691,,,,
,INGLIS,LEVY,,,FIRE STATION,-82.67340723,29.03258882,,,,
,YANKEETOWN,LEVY,,,FIRE STATION,-82.71698863,29.02948178,,,,
,CEDAR KEY,LEVY,,,FIRE STATION,-82.93766002,29.23565275,,,,
,CEDAR KEY,LEVY,,,FIRE STATION,-83.03189709,29.13612043,,,,
,CHIEFLAND,LEVY,,,FIRE STATION,-82.85893076,29.47915881,,,,
,CHIEFLAND,LEVY,,,FIRE STATION,-83.02215112,29.39513208,,,,
,WILLISTON,LEVY,,,FIRE STATION,-82.44718109,29.38557682,,,,
,MORRISTON,LEVY,,,FIRE STATION,-82.53480023,29.29222968,,,,
,MORRISTON,LEVY,,,FIRE STATION,-82.44131232,29.28234437,,,,
,BRONSON,LEVY,,,FIRE STATION,-82.63346685,29.44304961,,,,
,OTTER CREEK,LEVY,,,FIRE STATION,-82.77343689,29.32184561,,,,
,FANNING SPRINGS,LEVY,,,FIRE STATION,-82.92374646,29.58527029,,,,
,BRISTOL,LIBERTY,,,FIRE STATION,-84.90761844,30.54006840,,,,
,BRISTOL,LIBERTY,,,FIRE STATION,-84.98004573,30.43309993,,,,
,BRISTOL,LIBERTY,,,FIRE STATION,-85.03563462,30.30904196,,,,
,HOSFORD,LIBERTY,,,FIRE STATION,-84.97868919,30.02057425,,,,
,HOSFORD,LIBERTY,,,FIRE STATION,-84.79884230,30.38573498,,,,
,MADISON,MADISON,,,FIRE STATION,-83.41362350,30.46721147,,,,
,MADISON,MADISON,,,FIRE STATION,-83.52757254,30.35103510,,,,
,MADISON,MADISON,,,FIRE STATION,-83.40469645,30.61556580,,,,
,GREENVILLE,MADISON,,,FIRE STATION,-83.56514121,30.56708061,,,,
,GREENVILLE,MADISON,,,FIRE STATION,-83.65287271,30.35381887,,,,
,GREENVILLE,MADISON,,,FIRE STATION,-83.63439616,30.46580921,,,,
,PINETTA,MADISON,,,FIRE STATION,-83.35402339,30.59518910,,,,
,LEE,MADISON,,,FIRE STATION,-83.29981626,30.42301653,,,,
,LEE,MADISON,,,FIRE STATION,-83.32464356,30.34806071,,,,
,BRADENTON,MANATEE,,,FIRE STATION,-82.61998400,27.47514602,,,,
,BRADENTON,MANATEE,,,FIRE STATION,-82.39148229,27.43596454,,,,
,BRADENTON,MANATEE,,,FIRE STATION,-82.62923958,27.44839703,,,,
,BRADENTON,MANATEE,,,FIRE STATION,-82.46285998,27.41040128,,,,
,BRADENTON,MANATEE,,,FIRE STATION,-82.17416707,27.58499345,,,,
,BRADENTON,MANATEE,,,FIRE STATION,-82.57218442,27.49239582,,,,
,BRADENTON,MANATEE,,,FIRE STATION,-82.57100347,27.46818800,,,,
,BRADENTON,MANATEE,,,FIRE STATION,-82.48485361,27.49137131,,,,
,BRADENTON,MANATEE,,,FIRE STATION,-82.58799448,27.44876782,,,,
,BRADENTON,MANATEE,,,FIRE STATION,-82.43284223,27.47067543,,,,
,BRADENTON,MANATEE,,,FIRE STATION,-82.44766567,27.43699534,,,,
,BRADENTON,MANATEE,,,FIRE STATION,-82.66485680,27.46231417,,,,
,BRADENTON,MANATEE,,,FIRE STATION,-82.43895990,27.39062604,,,,
,BRADENTON,MANATEE,,,FIRE STATION,-82.54088306,27.47352956,,,,
,BRADENTON,MANATEE,,,FIRE STATION,-82.38395668,27.49849142,,,,
,BRADENTON,MANATEE,,,FIRE STATION,-82.54714709,27.43250301,,,,
,BRADENTON,MANATEE,,,FIRE STATION,-82.58341615,27.41940969,,,,
,BRADENTON,MANATEE,,,FIRE STATION,-82.50598086,27.44768715,,,,
,BRADENTON,MANATEE,,,FIRE STATION,-82.54841354,27.49434306,,,,
,BRADENTON,MANATEE,,,FIRE STATION,-82.62818117,27.49681319,,,,
,ELLENTON,MANATEE,,,FIRE STATION,-82.48749839,27.53792326,,,,
,ELLENTON,MANATEE,,,FIRE STATION,-82.52725103,27.52083592,,,,
,BRADENTON BEACH,MANATEE,,,FIRE STATION,-82.69765847,27.46651850,,,,
,BRADENTON BEACH,MANATEE,,,FIRE STATION,-82.71538937,27.51153638,,,,
,PALMETTO,MANATEE,,,FIRE STATION,-82.51336690,27.60248817,,,,
,PALMETTO,MANATEE,,,FIRE STATION,-82.55550885,27.55766110,,,,
,PALMETTO,MANATEE,,,FIRE STATION,-82.58167575,27.52429422,,,,
,PARRISH,MANATEE,,,FIRE STATION,-82.19309084,27.58050497,,,,
,PARRISH,MANATEE,,,FIRE STATION,-82.42619119,27.57153445,,,,
,SARASOTA,MANATEE,,,FIRE STATION,-82.51734522,27.40439554,,,,
,SARASOTA,MANATEE,,,FIRE STATION,-82.55722204,27.39359675,,,,
,SARASOTA,MANATEE,,,FIRE STATION,-82.56972521,27.40870463,,,,
,LONGBOAT KEY,MANATEE,,,FIRE STATION,-82.65804877,27.41260397,,,,
,MYAKKA CITY,MANATEE,,,FIRE STATION,-82.27020302,27.38646027,,,,
,MYAKKA CITY,MANATEE,,,FIRE STATION,-82.16205568,27.35498862,,,,
,DUNNELLON,MARION,,,FIRE STATION,-82.46232115,29.04927654,,,,
,DUNNELLON,MARION,,,FIRE STATION,-82.52920507,29.15491401,,,,
,DUNNELLON,MARION,,,FIRE STATION,-82.45191166,29.09781600,,,,
,DUNNELLON,MARION,,,FIRE STATION,-82.28524157,28.99662385,,,,
,DUNNELLON,MARION,,,FIRE STATION,-82.41512673,29.15460405,,,,
,DUNNELLON,MARION,,,FIRE STATION,-82.48288425,29.14976009,,,,
,OCALA,MARION,,,FIRE STATION,-82.10392068,29.21103883,,,,
,OCALA,MARION,,,FIRE STATION,-82.17837440,29.16754966,,,,
,OCALA,MARION,,,FIRE STATION,-82.24856890,29.08857890,,,,
,OCALA,MARION,,,FIRE STATION,-82.19735452,29.00823771,,,,
,OCALA,MARION,,,FIRE STATION,-82.23601989,29.22512518,,,,
,OCALA,MARION,,,FIRE STATION,-82.01493937,29.10972916,,,,
,OCALA,MARION,,,FIRE STATION,-82.03637682,29.17193024,,,,
,OCALA,MARION,,,FIRE STATION,-82.22001804,29.17007151,,,,
