Name,CITY,COUNTY,Longitude,Latitude,FACILITY_TYPE,fs_Longitude,fs_Latitude,fb_Longitude,fb_Latitude,ng_Longitude,ng_Latitude
,CRYSTAL RIVER,CITRUS,,,FIRE STATION,-82.59677278,28.90087216,,,,
,CRYSTAL RIVER,CITRUS,,,FIRE STATION,-82.60132838,28.87170787,,,,
,CRYSTAL RIVER,CITRUS,,,FIRE STATION,-82.67126159,28.83253726,,,,
,DUNNELLON,CITRUS,,,FIRE STATION,-82.56906235,29.00968716,,,,
,DUNNELLON,CITRUS,,,FIRE STATION,-82.46653211,29.00187912,,,,
,FLORAL CITY,CITRUS,,,FIRE STATION,-82.30309510,28.73485484,,,,
,FLORAL CITY,CITRUS,,,FIRE STATION,-82.24015132,28.76988387,,,,
,HOMOSASSA,CITRUS,,,FIRE STATION,-82.51603916,28.72333920,,,,
,HOMOSASSA,CITRUS,,,FIRE STATION,-82.61553540,28.78156328,,,,
,HOMOSASSA,CITRUS,,,FIRE STATION,-82.57330482,28.80616807,,,,
,HOMOSASSA,CITRUS,,,FIRE STATION,-82.56765371,28.71216565,,,,
,BEVERLY HILLS,CITRUS,,,FIRE STATION,-82.48766722,28.93271296,,,,
,BEVERLY HILLS,CITRUS,,,FIRE STATION,-82.46821488,28.91787939,,,,
,HERNANDO,CITRUS,,,FIRE STATION,-82.37397264,28.96518622,,,,
,HERNANDO,CITRUS,,,FIRE STATION,-82.37332028,28.90072102,,,,
,INVERNESS,CITRUS,,,FIRE STATION,-82.36099160,28.72223437,,,,
,INVERNESS,CITRUS,,,FIRE STATION,-82.41872807,28.85883339,,,,
,INVERNESS,CITRUS,,,FIRE STATION,-82.33001028,28.83452503,,,,
,INVERNESS,CITRUS,,,FIRE STATION,-82.26957663,28.84968142,,,,
,INVERNESS,CITRUS,,,FIRE STATION,-82.33995293,28.79846895,,,,
,LECANTO,CITRUS,,,FIRE STATION,-82.49328428,28.82119726,,,,
,LECANTO,CITRUS,,,FIRE STATION,-82.48323260,28.79891861,,,,
,MIDDLEBURG,CLAY,,,FIRE STATION,-81.95474560,30.09983985,,,,
,MIDDLEBURG,CLAY,,,FIRE STATION,-81.86728711,30.06843583,,,,
,GREEN COVE SPRINGS,CLAY,,,FIRE STATION,-81.69621113,29.98543025,,,,
,GREEN COVE SPRINGS,CLAY,,,FIRE STATION,-81.81815720,30.04878119,,,,
,GREEN COVE SPRINGS,CLAY,,,FIRE STATION,-81.68138586,29.92137971,,,,
,GREEN COVE SPRINGS,CLAY,,,FIRE STATION,-81.74404386,29.97986207,,,,
,ORANGE PARK,CLAY,,,FIRE STATION,-81.74333496,30.17632002,,,,
,ORANGE PARK,CLAY,,,FIRE STATION,-81.70250741,30.16454647,,,,
,ORANGE PARK,CLAY,,,FIRE STATION,-81.85083818,30.17463935,,,,
,ORANGE PARK,CLAY,,,FIRE STATION,-81.77030735,30.12732114,,,,
,STARKE,CLAY,,,FIRE STATION,-81.98252083,29.97530688,,,,
,FLEMING ISLAND,CLAY,,,FIRE STATION,-81.69778454,30.08622567,,,,
,KEYSTONE HEIGHTS,CLAY,,,FIRE STATION,-81.92180018,29.81355174,,,,
,KEYSTONE HEIGHTS,CLAY,,,FIRE STATION,-82.03220339,29.78521313,,,,
,NAPLES,COLLIER,,,FIRE STATION,-81.72671580,26.09609140,,,,
,NAPLES,COLLIER,,,FIRE STATION,-81.63237369,26.22791573,,,,
,NAPLES,COLLIER,,,FIRE STATION,-81.80587552,26.25021970,,,,
,NAPLES,COLLIER,,,FIRE STATION,-81.70058004,26.04619337,,,,
,NAPLES,COLLIER,,,FIRE STATION,-81.54802067,26.36564438,,,,
,NAPLES,COLLIER,,,FIRE STATION,-81.74913794,26.21106183,,,,
,NAPLES,COLLIER,,,FIRE STATION,-81.79511108,26.13876062,,,,
,NAPLES,COLLIER,,,FIRE STATION,-81.68322728,26.15394593,,,,
,NAPLES,COLLIER,,,FIRE STATION,-81.73214894,26.09077085,,,,
,NAPLES,COLLIER,,,FIRE STATION,-81.51174957,25.95730998,,,,
,NAPLES,COLLIER,,,FIRE STATION,-81.59229804,26.36531329,,,,
,NAPLES,COLLIER,,,FIRE STATION,-81.70417720,26.18274801,,,,
,NAPLES,COLLIER,,,FIRE STATION,-81.78946403,26.15172793,,,,
,NAPLES,COLLIER,,,FIRE STATION,-81.76158450,26.29819507,,,,
,NAPLES,COLLIER,,,FIRE STATION,-81.78346031,26.26952096,,,,
,NAPLES,COLLIER,,,FIRE STATION,-81.78955982,26.21177495,,,,
,NAPLES,COLLIER,,,FIRE STATION,-81.76998800,26.11284300,,,,
,NAPLES,COLLIER,,,FIRE STATION,-81.79862320,26.17771839,,,,
,NAPLES,COLLIER,,,FIRE STATION,-81.69007820,26.25238456,,,,
,NAPLES,COLLIER,,,FIRE STATION,-81.78446638,26.22504279,,,,
,NAPLES,COLLIER,,,FIRE STATION,-81.72562985,26.27238081,,,,
,NAPLES,COLLIER,,,FIRE STATION,-81.75075756,26.13817938,,,,
,NAPLES,COLLIER,,,FIRE STATION,-81.76818965,26.18175198,,,,
,NAPLES,COLLIER,,,FIRE STATION,-81.77666800,26.14936000,,,,
,NAPLES,COLLIER,,,FIRE STATION,-81.72733883,25.98432441,,,,
,IMMOKALEE,COLLIER,,,FIRE STATION,-81.45032536,26.43418488,,,,
,IMMOKALEE,COLLIER,,,FIRE STATION,-81.44692261,26.34179913,,,,
,IMMOKALEE,COLLIER,,,FIRE STATION,-81.41024458,26.42181499,,,,
,MARCO ISLAND,COLLIER,,,FIRE STATION,-81.71496598,25.93746699,,,,
,MARCO ISLAND,COLLIER,,,FIRE STATION,-81.72270787,25.95713361,,,,
,BONITA SPRINGS,COLLIER,,,FIRE STATION,-81.81957075,26.32211124,,,,
,OCHOPEE,COLLIER,,,FIRE STATION,-81.07509505,26.16732469,,,,
,OCHOPEE,COLLIER,,,FIRE STATION,-81.38421264,25.85857111,,,,
,OCHOPEE,COLLIER,,,FIRE STATION,-81.28162372,25.89535995,,,,
,LAKE CITY,COLUMBIA,,,FIRE STATION,-82.73406599,30.16535049,,,,
,LAKE CITY,COLUMBIA,,,FIRE STATION,-82.61854856,30.35842368,,,,
,LAKE CITY,COLUMBIA,,,FIRE STATION,-82.59704776,30.01873188,,,,
,LAKE CITY,COLUMBIA,,,FIRE STATION,-82.49534565,30.10982503,,,,
,LAKE CITY,COLUMBIA,,,FIRE STATION,-82.63883205,30.19097640,,,,
,LAKE CITY,COLUMBIA,,,FIRE STATION,-82.69866332,30.27806908,,,,
,LAKE CITY,COLUMBIA,,,FIRE STATION,-82.67304572,30.17530309,,,,
,LAKE CITY,COLUMBIA,,,FIRE STATION,-82.70123100,30.06978767,,,,
,FORT WHITE,COLUMBIA,,,FIRE STATION,-82.71603575,29.92555898,,,,
,ARCADIA,DESOTO,,,FIRE STATION,-81.99977247,27.09244868,,,,
,ARCADIA,DESOTO,,,FIRE STATION,-81.97762394,27.20093992,,,,
,ARCADIA,DESOTO,,,FIRE STATION,-81.84258211,27.20878422,,,,
,ARCADIA,DESOTO,,,FIRE STATION,-81.86190107,27.21698706,,,,
,OLD TOWN,DIXIE,,,FIRE STATION,-82.97991934,29.60372641,,,,
,OLD TOWN,DIXIE,,,FIRE STATION,-83.01274591,29.64112041,,,,
,OLD TOWN,DIXIE,,,FIRE STATION,-82.98525250,29.73653735,,,,
,OLD TOWN,DIXIE,,,FIRE STATION,-83.12475768,29.34728986,,,,
,OLD TOWN,DIXIE,,,FIRE STATION,-82.98507598,29.74870670,,,,
,CROSS CITY,DIXIE,,,FIRE STATION,-83.12454576,29.63601544,,,,
,HORSESHOE BEACH,DIXIE,,,FIRE STATION,-83.28599990,29.44162156,,,,
,STEINHATCHEE,DIXIE,,,FIRE STATION,-83.36232727,29.66257998,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.65344302,30.36605889,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.68758366,30.40910542,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.54548175,30.32370869,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.70504560,30.31170415,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.78571865,30.30113421,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.64188372,30.38949435,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.72355556,30.54784753,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.63532073,30.42112964,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.68370183,30.49632625,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.48310856,30.35996544,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.63017760,30.30560165,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.72175347,30.36775540,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.44660942,30.26618912,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.71368864,30.28458215,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.80732655,30.37250676,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.75961921,30.43019135,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.48026901,30.52120349,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.62934398,30.46630892,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.62563120,30.35516271,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.65435958,30.30475863,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.74341436,30.20391189,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.63957587,30.32097131,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.68910375,30.32684020,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.67627046,30.35968997,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.70183367,30.43973883,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.65097923,30.32993199,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.44019906,30.39182252,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.48362199,30.28941639,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.74815074,30.28105348,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.56649022,30.21907210,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.54140041,30.40375152,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.64145851,30.32111202,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.66501365,30.33784548,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.75675919,30.33666978,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.86127923,30.31329162,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.71072916,30.37444841,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.65424459,30.34026356,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.88161118,30.22082420,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-82.00850417,30.20021565,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.63114789,30.46986934,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.61225776,30.19513302,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.59401905,30.36671719,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.54484698,30.17079261,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.40334868,30.38750775,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.65642230,30.37833540,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.61893897,30.25830294,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.60025197,30.29486127,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.69743905,30.25098909,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.66532389,30.33129662,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.58381497,30.50903549,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.98003444,30.30076579,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.69953341,30.22608387,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.52691994,30.12253736,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.63169454,30.16599198,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.73801939,30.24777000,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.70168996,30.35222578,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.70047739,30.48665067,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.56221983,30.27526543,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.58946892,30.33096992,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.77665066,30.24693833,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.71435331,30.33114302,,,,
,JACKSONVILLE,DUVAL,,,FIRE STATION,-81.46031827,30.32569124,,,,
,ATLANTIC BEACH,DUVAL,,,FIRE STATION,-81.40277830,30.33270925,,,,
,ATLANTIC BEACH,DUVAL,,,FIRE STATION,-81.40985451,30.37145015,,,,
,ATLANTIC BEACH,DUVAL,,,FIRE STATION,-81.41879260,30.36381344,,,,
,ATLANTIC BEACH,DUVAL,,,FIRE STATION,-81.41411457,30.38869866,,,,
,NEPTUNE BEACH,DUVAL,,,FIRE STATION,-81.39696311,30.32384315,,,,
,JACKSONVILLE BEACH,DUVAL,,,FIRE STATION,-81.39547339,30.26711477,,,,
,JACKSONVILLE BEACH,DUVAL,,,FIRE STATION,-81.39197446,30.28648684,,,,
,PENSACOLA,ESCAMBIA,,,FIRE STATION,-87.24908166,30.42909909,,,,
,PENSACOLA,ESCAMBIA,,,FIRE STATION,-87.27765439,30.38887296,,,,
,PENSACOLA,ESCAMBIA,,,FIRE STATION,-87.22298981,30.45839582,,,,
,PENSACOLA,ESCAMBIA,,,FIRE STATION,-87.19238907,30.49184705,,,,
,PENSACOLA,ESCAMBIA,,,FIRE STATION,-87.31156906,30.46636223,,,,
,PENSACOLA,ESCAMBIA,,,FIRE STATION,-87.24435392,30.41242601,,,,
,PENSACOLA,ESCAMBIA,,,FIRE STATION,-87.19391681,30.47570313,,,,
,PENSACOLA,ESCAMBIA,,,FIRE STATION,-87.39425724,30.53633614,,,,
,PENSACOLA,ESCAMBIA,,,FIRE STATION,-87.27325688,30.52270567,,,,
,PENSACOLA,ESCAMBIA,,,FIRE STATION,-87.23119084,30.42889772,,,,
,PENSACOLA,ESCAMBIA,,,FIRE STATION,-87.18153758,30.45800317,,,,
,PENSACOLA,ESCAMBIA,,,FIRE STATION,-87.21156809,30.42265081,,,,
,PENSACOLA,ESCAMBIA,,,FIRE STATION,-87.28614794,30.44657454,,,,
,PENSACOLA,ESCAMBIA,,,FIRE STATION,-87.30693948,30.49015998,,,,
,PENSACOLA,ESCAMBIA,,,FIRE STATION,-87.46945883,30.29165601,,,,
,PENSACOLA,ESCAMBIA,,,FIRE STATION,-87.40220273,30.39310764,,,,
,PENSACOLA,ESCAMBIA,,,FIRE STATION,-87.21238972,30.51690141,,,,
,PENSACOLA,ESCAMBIA,,,FIRE STATION,-87.27443041,30.34641443,,,,
,PENSACOLA,ESCAMBIA,,,FIRE STATION,-87.27894144,30.39179762,,,,
,PENSACOLA,ESCAMBIA,,,FIRE STATION,-87.30868901,30.42068832,,,,
,PENSACOLA,ESCAMBIA,,,FIRE STATION,-87.18937835,30.46867300,,,,
,PENSACOLA,ESCAMBIA,,,FIRE STATION,-87.25626971,30.47391145,,,,
,PENSACOLA,ESCAMBIA,,,FIRE STATION,-87.44091780,30.31596354,,,,
,PENSACOLA,ESCAMBIA,,,FIRE STATION,-87.34318624,30.35720465,,,,
,MOLINO,ESCAMBIA,,,FIRE STATION,-87.34386617,30.71647667,,,,
,MOLINO,ESCAMBIA,,,FIRE STATION,-87.34735733,30.71542441,,,,
,GULF BREEZE,ESCAMBIA,,,FIRE STATION,-87.11533171,30.33828593,,,,
,CANTONMENT,ESCAMBIA,,,FIRE STATION,-87.32557823,30.61781449,,,,
,MC DAVID,ESCAMBIA,,,FIRE STATION,-87.41211503,30.79312077,,,,
,MC DAVID,ESCAMBIA,,,FIRE STATION,-87.47836713,30.89983481,,,,
,MC DAVID,ESCAMBIA,,,FIRE STATION,-87.32182917,30.86975703,,,,
,CENTURY,ESCAMBIA,,,FIRE STATION,-87.27938629,30.95606828,,,,
,CENTURY,ESCAMBIA,,,FIRE STATION,-87.31413944,30.97022570,,,,
,CENTURY,ESCAMBIA,,,FIRE STATION,-87.42854095,30.96971377,,,,
,PALM COAST,FLAGLER,,,FIRE STATION,-81.19567262,29.61672673,,,,
,PALM COAST,FLAGLER,,,FIRE STATION,-81.20510462,29.47168352,,,,
,PALM COAST,FLAGLER,,,FIRE STATION,-81.22057660,29.58716864,,,,
,PALM COAST,FLAGLER,,,FIRE STATION,-81.20560992,29.47178641,,,,
,PALM COAST,FLAGLER,,,FIRE STATION,-81.20209264,29.55876337,,,,
,PALM COAST,FLAGLER,,,FIRE STATION,-81.26039494,29.58953924,,,,
,PALM COAST,FLAGLER,,,FIRE STATION,-81.24554027,29.47341912,,,,
,PALM COAST,FLAGLER,,,FIRE STATION,-81.19845484,29.60722478,,,,
,PALM COAST,FLAGLER,,,FIRE STATION,-81.24081950,29.55131619,,,,
,BUNNELL,FLAGLER,,,FIRE STATION,-81.19469019,29.40371799,,,,
,BUNNELL,FLAGLER,,,FIRE STATION,-81.36972305,29.42416721,,,,
,BUNNELL,FLAGLER,,,FIRE STATION,-81.21925137,29.49497817,,,,
,BUNNELL,FLAGLER,,,FIRE STATION,-81.30866787,29.50653196,,,,
,BUNNELL,FLAGLER,,,FIRE STATION,-81.24869812,29.47478193,,,,
,ORMOND BEACH,FLAGLER,,,FIRE STATION,-81.22766811,29.26567076,,,,
,FLAGLER BEACH,FLAGLER,,,FIRE STATION,-81.12762716,29.47983284,,,,
,FLAGLER BEACH,FLAGLER,,,FIRE STATION,-81.12984503,29.47765936,,,,
,CARRABELLE,FRANKLIN,,,FIRE STATION,-84.59746714,29.88459434,,,,
,CARRABELLE,FRANKLIN,,,FIRE STATION,-84.59125341,29.80444864,,,,
,CARRABELLE,FRANKLIN,,,FIRE STATION,-84.66499549,29.85239536,,,,
,EASTPOINT,FRANKLIN,,,FIRE STATION,-84.86509355,29.74604888,,,,
,EASTPOINT,FRANKLIN,,,FIRE STATION,-84.89523619,29.64847339,,,,
,EASTPOINT,FRANKLIN,,,FIRE STATION,-84.85807549,29.66608570,,,,
,PANACEA,FRANKLIN,,,FIRE STATION,-84.44162957,29.93142847,,,,
,PANACEA,FRANKLIN,,,FIRE STATION,-84.37592491,29.89464232,,,,
,APALACHICOLA,FRANKLIN,,,FIRE STATION,-84.98968998,29.72331523,,,,
,APALACHICOLA,FRANKLIN,,,FIRE STATION,-84.99330515,29.73318250,,,,
,QUINCY,GADSDEN,,,FIRE STATION,-84.61585709,30.43074123,,,,
,QUINCY,GADSDEN,,,FIRE STATION,-84.84668314,30.59084059,,,,
,QUINCY,GADSDEN,,,FIRE STATION,-84.69390721,30.66263731,,,,
,QUINCY,GADSDEN,,,FIRE STATION,-84.58170156,30.58896189,,,,
,QUINCY,GADSDEN,,,FIRE STATION,-84.62838100,30.47432085,,,,
,QUINCY,GADSDEN,,,FIRE STATION,-84.61466452,30.69000423,,,,
,QUINCY,GADSDEN,,,FIRE STATION,-84.74297969,30.56913629,,,,
,QUINCY,GADSDEN,,,FIRE STATION,-84.56832406,30.58742098,,,,
,MIDWAY,GADSDEN,,,FIRE STATION,-84.45466532,30.50530239,,,,
,HAVANA,GADSDEN,,,FIRE STATION,-84.35644123,30.65841677,,,,
,HAVANA,GADSDEN,,,FIRE STATION,-84.41388123,30.62585091,,,,
,GRETNA,GADSDEN,,,FIRE STATION,-84.65946491,30.61935444,,,,
,HIGH SPRINGS,GILCHRIST,,,FIRE STATION,-82.71436559,29.81525795,,,,
,BELL,GILCHRIST,,,FIRE STATION,-82.84436112,29.65816873,,,,
,BELL,GILCHRIST,,,FIRE STATION,-82.86596273,29.78433674,,,,
,TRENTON,GILCHRIST,,,FIRE STATION,-82.68989668,29.63693867,,,,
,TRENTON,GILCHRIST,,,FIRE STATION,-82.81787970,29.61007148,,,,
,BRANFORD,GILCHRIST,,,FIRE STATION,-82.81682246,29.89148889,,,,
,MOORE HAVEN,GLADES,,,FIRE STATION,-81.31673973,26.79941479,,,,
,MOORE HAVEN,GLADES,,,FIRE STATION,-81.08556597,26.99266932,,,,
,MOORE HAVEN,GLADES,,,FIRE STATION,-81.30857919,26.94330870,,,,
,MOORE HAVEN,GLADES,,,FIRE STATION,-81.22814042,26.78469062,,,,
,MOORE HAVEN,GLADES,,,FIRE STATION,-81.31408906,26.92650731,,,,
,MOORE HAVEN,GLADES,,,FIRE STATION,-81.09364565,26.83601561,,,,
,OKEECHOBEE,GLADES,,,FIRE STATION,-81.07695768,27.08184508,,,,
,OKEECHOBEE,GLADES,,,FIRE STATION,-80.87746006,27.14430938,,,,
,LABELLE,GLADES,,,FIRE STATION,-81.49229174,26.82939420,,,,
,WEWAHITCHKA,GULF,,,FIRE STATION,-85.21958569,29.88732491,,,,
,WEWAHITCHKA,GULF,,,FIRE STATION,-85.20206985,30.10609902,,,,
,WEWAHITCHKA,GULF,,,FIRE STATION,-85.30056536,30.14989789,,,,
,WEWAHITCHKA,GULF,,,FIRE STATION,-85.19912626,30.11289904,,,,
,WEWAHITCHKA,GULF,,,FIRE STATION,-85.25553228,30.17155983,,,,
,WEWAHITCHKA,GULF,,,FIRE STATION,-85.06922368,29.89790220,,,,
,WEWAHITCHKA,GULF,,,FIRE STATION,-85.15578487,30.01049351,,,,
,PORT SAINT JOE,GULF,,,FIRE STATION,-85.31151144,29.68491766,,,,
,PORT SAINT JOE,GULF,,,FIRE STATION,-85.36701426,29.90914185,,,,
,PORT SAINT JOE,GULF,,,FIRE STATION,-85.30227444,29.81289814,,,,
,PORT SAINT JOE,GULF,,,FIRE STATION,-85.39360684,29.73885380,,,,
,PORT SAINT JOE,GULF,,,FIRE STATION,-85.37586916,29.99775990,,,,
,PORT SAINT JOE,GULF,,,FIRE STATION,-85.31682967,29.84262112,,,,
,JENNINGS,HAMILTON,,,FIRE STATION,-83.09902642,30.60339012,,,,
,JENNINGS,HAMILTON,,,FIRE STATION,-83.22343982,30.60120068,,,,
,WHITE SPRINGS,HAMILTON,,,FIRE STATION,-82.75785126,30.33002573,,,,
,WHITE SPRINGS,HAMILTON,,,FIRE STATION,-82.85786405,30.39400727,,,,
,JASPER,HAMILTON,,,FIRE STATION,-82.94945895,30.51824338,,,,
,JASPER,HAMILTON,,,FIRE STATION,-83.13323018,30.48872562,,,,
,BOWLING GREEN,HARDEE,,,FIRE STATION,-81.82899530,27.63869565,,,,
,ZOLFO SPRINGS,HARDEE,,,FIRE STATION,-81.79676129,27.49471127,,,,
,WAUCHULA,HARDEE,,,FIRE STATION,-81.81012559,27.55659553,,,,
,CLEWISTON,HENDRY,,,FIRE STATION,-80.93492096,26.75341832,,,,
,CLEWISTON,HENDRY,,,FIRE STATION,-81.09767830,26.63690147,,,,
,CLEWISTON,HENDRY,,,FIRE STATION,-80.99771199,26.32619524,,,,
,CLEWISTON,HENDRY,,,FIRE STATION,-81.21929173,26.73727708,,,,
,CLEWISTON,HENDRY,,,FIRE STATION,-80.99482854,26.31977115,,,,
,CLEWISTON,HENDRY,,,FIRE STATION,-80.90573943,26.30170637,,,,
,LABELLE,HENDRY,,,FIRE STATION,-81.43863112,26.75713805,,,,
,LABELLE,HENDRY,,,FIRE STATION,-81.41752906,26.54375186,,,,
,SPRING HILL,HERNANDO,,,FIRE STATION,-82.62068065,28.45853162,,,,
,SPRING HILL,HERNANDO,,,FIRE STATION,-82.62082809,28.45804339,,,,
,SPRING HILL,HERNANDO,,,FIRE STATION,-82.56504181,28.45290802,,,,
,SPRING HILL,HERNANDO,,,FIRE STATION,-82.49123735,28.52487591,,,,
,SPRING HILL,HERNANDO,,,FIRE STATION,-82.50659220,28.46857580,,,,
,SPRING HILL,HERNANDO,,,FIRE STATION,-82.52620086,28.50229686,,,,
,SPRING HILL,HERNANDO,,,FIRE STATION,-82.65073161,28.48540618,,,,
,SPRING HILL,HERNANDO,,,FIRE STATION,-82.57569318,28.48564558,,,,
,BROOKSVILLE,HERNANDO,,,FIRE STATION,-82.26542324,28.64558156,,,,
,BROOKSVILLE,HERNANDO,,,FIRE STATION,-82.30032415,28.54320769,,,,
,BROOKSVILLE,HERNANDO,,,FIRE STATION,-82.47364270,28.61372334,,,,
,BROOKSVILLE,HERNANDO,,,FIRE STATION,-82.40077792,28.55418348,,,,
,BROOKSVILLE,HERNANDO,,,FIRE STATION,-82.40060817,28.55443685,,,,
,BROOKSVILLE,HERNANDO,,,FIRE STATION,-82.52527618,28.54181965,,,,
,BROOKSVILLE,HERNANDO,,,FIRE STATION,-82.56223499,28.52307258,,,,
,BROOKSVILLE,HERNANDO,,,FIRE STATION,-82.39947888,28.55281136,,,,
,BROOKSVILLE,HERNANDO,,,FIRE STATION,-82.43957772,28.47476376,,,,
,BROOKSVILLE,HERNANDO,,,FIRE STATION,-82.33790483,28.63693266,,,,
,WEBSTER,HERNANDO,,,FIRE STATION,-82.20641456,28.51760575,,,,
,WEEKI WACHEE,HERNANDO,,,FIRE STATION,-82.61659118,28.53566273,,,,
,SEBRING,HIGHLANDS,,,FIRE STATION,-81.43990402,27.49677298,,,,
,SEBRING,HIGHLANDS,,,FIRE STATION,-81.51844479,27.53412560,,,,
,SEBRING,HIGHLANDS,,,FIRE STATION,-81.41972384,27.50112293,,,,
,SEBRING,HIGHLANDS,,,FIRE STATION,-81.42695673,27.38705883,,,,
,SEBRING,HIGHLANDS,,,FIRE STATION,-81.49921738,27.47042664,,,,
,SEBRING,HIGHLANDS,,,FIRE STATION,-81.48783257,27.51612872,,,,
,SEBRING,HIGHLANDS,,,FIRE STATION,-81.47005427,27.47360791,,,,
,SEBRING,HIGHLANDS,,,FIRE STATION,-81.48782513,27.51617606,,,,
,SEBRING,HIGHLANDS,,,FIRE STATION,-81.43186979,27.50088143,,,,
,SEBRING,HIGHLANDS,,,FIRE STATION,-81.41956464,27.47160160,,,,
,SEBRING,HIGHLANDS,,,FIRE STATION,-81.42187881,27.43762847,,,,
,SEBRING,HIGHLANDS,,,FIRE STATION,-81.34584403,27.45718311,,,,
,SEBRING,HIGHLANDS,,,FIRE STATION,,,,,,
,LAKE PLACID,HIGHLANDS,,,FIRE STATION,-81.42027633,27.32503679,,,,
,LAKE PLACID,HIGHLANDS,,,FIRE STATION,-81.36728937,27.29706766,,,,
,LAKE PLACID,HIGHLANDS,,,FIRE STATION,-81.32512442,27.25167340,,,,
,LAKE PLACID,HIGHLANDS,,,FIRE STATION,-81.32400018,27.31337174,,,,
,LAKE PLACID,HIGHLANDS,,,FIRE STATION,-81.32333419,27.29983054,,,,
,LAKE PLACID,HIGHLANDS,,,FIRE STATION,-81.30899506,27.22631844,,,,
,AVON PARK,HIGHLANDS,,,FIRE STATION,-81.45725237,27.59582876,,,,
,AVON PARK,HIGHLANDS,,,FIRE STATION,-81.49845981,27.59492425,,,,
,AVON PARK,HIGHLANDS,,,FIRE STATION,-81.52295739,27.63778371,,,,
,LORIDA,HIGHLANDS,,,FIRE STATION,-81.04578696,27.35719650,,,,
,LORIDA,HIGHLANDS,,,FIRE STATION,-81.26138413,27.44807214,,,,
